class (1=건전/0=부도),outx9ln,outx10ln,outx13,outx14,outx15,outx18,outx19,outx21,outx23,outx25,outx27,outx28,outx29,outx31,outx32,outx33,outx34,outx35,outx36,outx37,outx38,outx39,outx41,outx42,outx43,outx44,outx46,outx47,outx49,outx50,outx52,outx53,outx55,outx56,outx59,outx60,outx61,outx62,outx66,outx67,outx69,outx70,outx73
1,8.672314828,6.463029457,27.662,25.774,5.798,13.609,20.486,6.165,78.134,2.072,84.072,97.834,5.257,1.377,18.876,2.287,2.034,65.427,72.538,36.583,51.544,-13.925,81.091,73.646,9.098,10.78,56.71,57.749,0.222,3.309,-0.092,0.108,3.234,1.073,-5.249,-3.336,-0.491,-0.861,-10.122,-1.491,-23.902,-2.238,-0.252
0,7.709308333,5.38907173,31.15,12.696,2.861,251.562,19.444,1.973,142.936,2.288,91.52,93.284,1.076,2.272,23.287,5.662,5.156,96.902,100,39.87,235.454,-0.707,99.09,77.856,12.032,22.143,62.891,27.904,0.543,16.035,0.015,0.15,7.712,2.453,-19.453,-15.714,-2.75,-10.977,-21.428,-3.75,-47.106,-6.659,-1.75
1,8.684739463,7.491087594,34.542,30.361,11.148,1.52,13.935,6.241,70.062,3.399,82.273,91.651,6.241,1.669,11.216,4.462,3.631,107.311,49.892,81.161,121.994,3.794,108.771,43.252,9.611,32.375,41.969,39.292,0.075,6.433,-0.003,0.139,11.154,1.137,48.213,29.922,3.035,2.829,20.064,2.035,16.745,1.054,0.807
0,7.501082124,7.064759028,11.678,9.226,26.662,36.666,14.392,2.044,0,2.928,87.458,95.027,2.044,2.432,4.529,5.897,3.473,130.726,0,165.73,179.027,18.02,177.247,23.328,3.473,76.671,0,0,-1.174,8.598,0.12,0.134,50.985,1.265,0,16.573,1.594,1.972,6.179,0.594,0,2.648,1.972
0,7.370230642,4.762173935,51.464,18.261,102.292,130.769,10.261,1.7,104.186,4.219,91.561,84.35,1.7,3.518,57.264,11.505,11.336,172.857,28.571,102.292,154.883,17.258,129.226,59.052,11.336,19.796,29.61,11.02,1.7,12.215,0.136,0.151,73.86,2.818,186.285,68.776,12.074,10.629,63.08,11.074,147.428,9.555,1.888
0,7.226936018,-5.204006687,10.558,5.014,32.435,-13.953,140.364,5.232,-212.793,-15.915,107.63,323,5.232,-2.041,120.329,-23.726,-23.726,-12.612,85.446,41.036,265.413,-40.628,61.139,104.55,-23.726,-19.718,104.225,69.912,4.27,14.408,-0.083,0.219,34.4,2.105,-37.006,-32.217,-4.944,-5.013,-38.733,-5.944,-70.27,-9.388,0.458
0,8.390949465,6.871091295,38.556,23.281,268.17,237.853,8.951,2.541,79.621,3.176,88.291,87.907,2.246,2.25,14.522,5.045,5.045,124.556,62.321,76.544,129.323,9.477,118.251,51.927,5.045,34.738,35.387,22.282,0.035,7.954,0.052,0.179,11.372,1.656,14.052,7.62,1.232,0.91,1.435,0.232,-3.054,-0.267,1.258
0,6.946013991,5.913503006,31.738,12.127,4.527,57.142,4.639,0,0,2.983,93.84,75.787,0,0,8.378,8.374,7.635,420.454,0,500,1133.333,64,761,8.866,7.635,85,0,0,0,19.24,0.242,0.246,115.444,2.617,0,-61.111,0,0,-61.111,0,0,0,0
0,8.606302366,7.309212366,25.161,19.612,15.267,256.818,16.159,1.701,49.844,1.262,88.126,93.886,1.646,2.258,4.618,2.576,1.506,245.799,100,42.567,50.843,23.498,138.915,60.384,28.259,32.627,21.969,18.404,0.752,3.604,0.209,0,54.388,1.282,32.206,10.502,3.483,6.408,7.487,2.483,-11.729,-1.268,2.774
1,8.316300249,6.001414878,26.201,14.132,0.863,21.818,19.175,4.816,49.1,0.782,87.481,100.283,4.694,1.197,7.92,1.709,1.333,224.227,0,160.196,145.426,31.804,174.803,42.517,4.335,16.84,40.641,23.838,1.413,4.328,0.156,0.097,33.524,1.854,14.666,7.167,0.725,-0.573,-2.706,-0.274,-20.82,-1.03,0.319
1,7.819234454,6.486160789,37.041,26.366,-9.724,-16.129,-9.978,3.898,127.182,6.31,78.617,81.186,3.416,3.03,23.932,11.918,9.356,137.38,34.002,143.702,444.525,18.712,159.923,31.227,33.134,39.094,41.537,28.014,0.887,24.273,0.085,0.259,87.298,1.404,63.701,43.444,4.577,4.886,33.953,3.577,33.715,2.422,-0.752
0,8.16905315,6.697034248,49.573,45.297,29.636,40,35.352,8.016,112.841,5.155,83.286,90.119,7.932,1.643,22.469,5.202,4.905,82.916,43.19,65.775,197.406,-12.506,68.175,39.299,4.905,21.832,67.088,70.509,-0.356,12.006,-0.128,0.078,196.111,1.094,26.034,22.344,2.289,2.063,12.586,1.289,-21.454,-1.886,0.717
0,6.436150368,6.289715571,14.96,42.628,493,0,9.546,16.025,46.018,2.884,76.282,95.197,16.025,1.18,3.339,0.968,0.968,64.242,26.896,24.556,21.585,-32.06,24.556,42.495,0.968,28.994,38.999,116.185,16.025,1.053,-0.912,0,0,0.35,10.068,5.53,0.73,0.74,-2.045,-0.27,-13.793,-1,0.42
1,8.644178203,6.318968114,28.994,16.399,12.105,106.036,8.777,5.971,67.281,1.726,85.432,91.723,5.936,1.336,17.657,3.436,2.928,148.208,14.872,77.426,63.72,19.306,147.5,40.645,9.115,16.586,50.239,29.61,2.871,4.558,0.081,0.046,9.737,1.767,-2.736,-1.648,-0.135,-0.398,-13.794,-1.135,-33.61,-1.666,-0.2
0,8.511394411,-6.17505613,41.21,16.7,493,77.87,212.4,1.77,-47.36,-8.1,83.41,133.79,1.75,-3.57,0,-19.99,-19.99,-11.74,39.65,34.99,38.02,-64.46,39.63,106.77,-20.67,-15.75,14.88,9.13,0.53,3.87,-0.27,0,42.4,2.47,176.8,22.73,9.12,13.17,20.24,8.12,-64.76,-3.99,0.26
0,8.93931874,6.625392368,21.749,13.598,76.814,-41.984,30.226,2.53,110.551,1.599,92.289,93.744,2.255,1.715,16.18,2.558,2.261,90.28,24.446,66.219,109.587,-7.007,81.222,37.319,6.562,13.978,64.46,45.594,1.232,5.214,-0.081,0,24.56,1.599,-5.608,-4.202,-1.01,-2.238,-8.362,-2.01,-57.952,-10.44,0.637
1,9.752024923,7.779048645,25.564,19.262,17.467,291.562,30.31,6.696,50.789,0.18,83.006,102.805,5.963,1.063,1.297,0.504,0.211,72.121,42.15,29.312,43.415,-12.493,81.806,68.668,10.166,16.307,47.721,40.688,-0.315,4.179,-0.077,0.088,5.842,1.327,4.032,2.299,0.245,0.259,-7.084,-0.754,-31.812,-1.933,-0.538
0,8.820108645,5.726847748,75.862,11.212,47.12,1664,9.309,1.89,138.334,2.068,91.904,87.722,1.89,2.14,45.602,14.258,13.397,84.693,83.832,73.333,7688,-7.272,87.936,60.287,17.894,29.377,63.923,9.868,0.826,136,-0.023,0.075,148.769,5,55.688,50.406,2.906,3.632,33.062,1.906,-2.844,-0.148,0.187
1,7.478169694,5.598421959,20.419,17.354,-21.272,-11.32,-8.104,6.953,50.098,0.508,86.319,103.202,6.444,1.081,3.333,1.041,0.625,35.575,100,38.626,63.179,-34.861,56.909,80.902,11.805,18.75,44.652,36.348,1.701,3.272,-0.277,0,8.845,1.176,15.863,8.717,0.829,-0.504,-1.794,-0.17,-8.242,-0.43,-0.764
1,9.834619673,7.001245622,25.084,38.009,12.47,109.397,154.286,11.944,4.446,-9.309,91.242,124.348,10.975,0.22,-147,-4.846,-4.28,60.971,87.193,19.695,50.058,-31.13,39.453,51.414,-3.452,2.703,37.843,82.312,5.119,3.358,-0.459,0,11.01,0.659,104.268,40.555,7.185,1.361,34.911,6.185,-70.085,-4.829,-0.181
1,8.270013062,7.625595072,34.534,40.742,12.051,-21.885,4.846,6.478,33.724,0.128,87.938,105.587,3.918,1.039,0.243,0.212,0.106,99.846,84.575,65.754,119.758,-0.084,99.811,44.953,6.361,43.469,32.442,39.18,1.227,8.37,0.003,0.228,4.921,0.847,41.045,23.555,2.482,2.948,14.066,1.482,4.901,0.296,1.474
1,8.262042844,6.844815479,33.441,30.562,-23.453,-49.639,-7.057,4.801,57.033,1.652,88.487,107.642,2.813,1.344,6.815,2.022,1.876,101.644,68.71,81.69,76.709,0.322,100.57,56.523,4.075,27.528,41.6,36.628,2.015,3.41,-0.011,0,9.301,1.094,23.96,13.754,1.827,-1.381,6.229,0.827,2.466,0.188,3.08
1,8.758412389,7.163946684,32.92,23.412,2.315,-11.392,4.334,2.451,80.178,2.105,86.847,96.54,1.178,2.089,10.371,3.288,2.899,96.972,63.026,84.446,121.207,-1.341,97.647,57.031,17.135,27.953,40.61,29.494,0.12,4.302,0.014,0.044,21.355,1.406,-5.86,-3.303,-0.705,-0.698,-7.987,-1.705,-25.199,-3.032,-1.179
1,7.985143931,6.021023349,32.486,33.299,-0.541,-35.341,-8.978,5.89,81.911,0.68,78.277,98.528,4.63,1.115,4.854,2.021,0.697,58.195,69.829,52.284,111.056,-24.886,62.061,65.597,3.903,14.36,61.345,59.925,-0.814,3.821,-0.21,0.032,14.326,0.975,7.102,5.087,0.722,-0.011,-1.953,-0.277,-8.579,-0.872,-1.052
0,7.969703583,6.440946541,19.467,20.712,3.064,44.488,63.667,3.941,55.2,0.242,86.203,103.204,3.457,1.061,1.116,0.445,0.183,117.682,17.002,35.727,13.9,5.68,113.095,43.376,-0.34,16.413,48.036,63.45,0.306,5.243,0.007,0.17,3.104,0.939,-26.539,-15.252,-4.271,1.035,-18.822,-5.271,-81.689,-13.149,-2.429
1,8.28273588,6.426488457,14.665,28.445,10.505,15.212,2.829,7.029,51.713,1.795,83.236,95.639,6.573,1.28,11.488,1.105,0.912,75.785,30.468,15.694,58.488,-14.695,76.364,62.175,0.231,7.945,39.496,77.673,-0.878,5.523,-0.22,0.642,1.491,0.515,36.555,15.684,4.039,1.701,11.801,3.039,17.154,1.895,0.859
0,8.061486867,6.432940093,25.161,36.908,24.216,-20.93,-10.397,11.23,75.936,0.883,79.053,99.246,11.23,1.084,4.501,0.682,0.637,85.115,21.182,11.581,16.593,-12.172,60.282,30.648,1.183,14.152,70.034,97.097,-1.387,4.243,-0.296,0.046,4.333,0.681,21.767,17.757,1.882,2.022,8.322,0.882,9.519,0.823,-0.205
1,6.388561406,6.120297419,13.911,21.848,2.058,-45.833,-7.518,7.563,32.516,-2.521,92.773,112.165,7.563,0.666,-3.296,-1.67,-1.67,56.875,100,11.512,0,-38.418,22.121,49.331,-1.67,50.668,48.775,73.613,-2.042,0,-0.525,0.093,10.72,0.636,15.296,15.124,1.488,1.4,4.966,0.488,5.022,0.488,-0.688
1,9.031333316,6.758094504,33.283,22.712,24.567,-43.55,-7.474,6.207,131.481,3.803,80.779,95.389,5.394,1.818,36.933,7.768,5.798,63.107,79.545,41.904,186.413,-17.724,74.574,69.711,8.406,15.7,72.21,47.362,-1.882,26.927,-0.092,0.245,6.565,1.465,77.777,66.623,5.934,3.867,55.396,4.934,37.449,2.857,1.127
1,8.754634047,6.673297968,45.658,23.927,68.796,-48.837,-19.527,5.205,103.381,4.274,79.731,94.009,3.091,1.942,34.26,10.496,9.146,295.15,42.929,161.686,230.597,39.385,197.412,40.431,19.608,26.695,53.223,24.873,-4.725,9.799,0.189,0.125,13.005,1.908,35.066,25.46,1.675,1.972,10.267,0.675,13.506,0.645,-0.839
1,7.649692624,5.894402834,31.607,36.476,39.072,72.4,23.364,11.047,48.331,1.523,62,97.088,10.857,1.137,8.815,1.195,1.195,63.967,55.321,27.761,25.542,-28.352,56.101,64.587,6.088,13.559,42.472,54.142,1.908,4.285,-0.324,0,6.167,0.866,72.119,35.436,3.534,1.405,25.41,2.534,26.385,1.293,0.487
0,7.567345676,6.749931194,14.227,16.339,33.379,-18.705,16.577,5.635,112.519,4.601,89.089,82.853,5.635,2.045,10.421,4.767,3.722,129.164,0,276.886,346.745,20.577,332.075,8.866,3.722,35.717,54.997,67.993,-6.295,13.571,0.211,0.231,15.349,0.87,3.346,2.862,0.403,0.064,-4.229,-0.596,-14.068,-1.697,0.678
1,8.040124664,7.04053639,54.036,48.211,-6.788,25.409,10.933,5.671,98.308,4.511,75.443,93.278,3.899,2.034,12.259,6.421,4.807,104.045,36.671,87.213,581.355,2.781,109.77,28.468,4.807,39.217,47.664,44.73,-1.507,17.096,-0.032,0.181,22.567,1.12,13.688,10.734,1.079,1.744,0.79,0.079,-20.1,-1.585,0.704
0,5.164785974,6.23636959,13.527,53.142,-23.58,15,-6.882,0,0,5.142,84,89.95,0,0,1.761,1.357,1.357,88.408,100,40.789,244,-10.105,55.921,22.926,1.357,77.073,18.853,71.428,-0.873,8.139,0.08,0.44,8.139,0.254,57.6,47.368,0,0,47.368,0,52.8,0,0
0,7.763871288,6.240275845,36.713,14.995,8.579,-69.135,16.067,0.637,73.295,1.019,95.794,90.035,0.637,2.733,4.678,2.516,2.323,663.865,0,365.432,383.018,64,376.131,23.523,2.323,49.661,26.815,11.767,-0.469,12.102,0.259,0.249,44.415,2.448,-16.606,-8.846,-3.066,-3.133,-11.73,-4.066,-22.382,-4.133,4.266
0,7.909856667,6.139884552,18.065,15.565,59.391,10.191,24.916,4.588,73.999,1.835,86.674,91.349,4.588,1.4,10.775,1.917,1.917,120.985,23.222,92.442,104.255,10.126,124.331,41.618,1.917,17.798,52.857,50.587,-0.033,3.57,0.073,0.114,8.254,1.16,3.701,2.379,0.408,0.336,-3.453,-0.592,-35.123,-3.872,0.848
0,7.533158807,6.150602768,15.262,6.153,286.956,-0.833,35.837,0.856,55.148,2.835,95.933,96.277,0.856,4.312,11.3,6.105,6.105,256.157,54.054,134.77,164.788,36.52,191.091,40.092,6.105,54.032,12.788,5.939,0.856,8.964,0.165,0.151,15.64,2.48,-3.603,-1.002,-0.25,-0.375,-5.012,-1.25,-19.819,-1.375,1.125
0,6.54534966,3.663561646,20.135,21.408,27.007,1276.923,163.636,5.459,154.446,4.31,56.321,93.037,5.459,1.947,76.923,3.355,2.795,427.884,0,28.961,31.547,63.56,472.677,17.054,2.795,3.634,79.31,122.27,1.81,6.891,0.682,0.068,7.25,0.94,-40.775,-33.558,-9.131,-1.657,-37.234,-10.131,-58.401,-13.078,0.71
1,8.812099109,6.782192056,27.428,29.247,48.43,-4.072,39.361,8.607,64.567,0.744,80.327,98.57,8.548,1.086,5.668,0.599,0.599,80.679,32.431,16.504,19.385,-18.613,62.22,49.268,0.983,10.578,59.426,73.79,-0.632,4.002,-0.25,0.05,4.43,0.937,32.189,21.392,2.759,3.16,13.64,1.759,-19.576,-1.678,0.493
0,7.824845691,5.272999559,50.91,24.02,33.297,-29.661,28.779,2.318,55.573,2.717,79.416,92.918,1.838,2.258,34.871,5.492,5.116,96.519,36.697,54.874,32.564,-1.128,98.357,68.698,9.405,14.672,24.604,13.069,-0.452,4.016,-0.025,0,24.895,2.119,79.51,22.927,4.482,8.741,17.813,3.482,46.483,2.62,3.103
0,7.145984468,5.703782475,33.652,76.122,-17.058,0,312,3.23,235.356,5.043,88.652,93.579,1.97,2.56,21.333,1.271,1.271,103.709,4.324,85.064,47.761,3.357,154.87,6.119,1.271,5.96,91.893,364.46,-0.233,25.38,0.287,0.157,0,0.442,8.367,8.176,9.439,3.219,7.31,8.439,-89.967,-73,4.463
0,3.41,6.782010634,0,0,-77,-55.01,15.27,0,0,0,0,0,0,0,0,0,0,97.48,100,84.82,90.25,-0.84,98.76,67.65,24.12,31.19,39.08,0,0,0,0,0,0,0,19.89,11.3,0,0,11.3,0,-20.94,0,0
0,6.324771064,7.582066165,4,21.94,-18.27,-5.54,1.74,0.67,217.69,3.64,90.77,93.36,0.67,6.44,1.03,0.66,0.66,125.44,100,29.9,70.15,12.9,135.45,36.38,0.66,63.62,34.55,190.96,-10,21.84,1,2.19,0.46,0.18,12.18,11.57,34.75,25.7,11.24,33.75,7.06,20.2,22.28
1,9.152181458,7.232733136,29.237,15.612,10.739,-0.709,11.502,3.487,63.88,2.278,83.253,91.767,2.395,1.884,15.534,5.534,4.047,114.435,73.102,92.704,100.513,4.932,108.098,60.899,18.524,26.054,33.734,18.993,-0.327,6.024,0.071,0.041,33.576,1.872,33.593,15.325,1.829,2.553,6.95,0.829,-0.223,-0.012,0.094
1,7.057897937,5.293304825,80.877,33.304,23.093,150,44.132,2.237,144.655,7.228,78.141,83.701,0.086,4.807,42.211,17.522,14.867,773,0,75.141,78.906,63.008,301.129,31.327,26.371,35.221,30.088,14.629,1.496,11.392,0.22,0.108,332,2.428,-40.588,-18.852,-2.653,16.423,-25.956,-3.653,-55.882,-3.653,0.961
0,9.481537054,6.612081357,53.59,22.93,135.05,31.35,3.38,7.2,59.24,0.87,82.77,91.81,6.53,1.16,16.22,3.44,2.04,95.77,27.78,46.83,63.19,-2.46,94.79,47.3,2.52,13.04,51.82,22.54,-0.14,15.2,-0.02,0.09,12.51,2.34,29.64,17.66,0.93,2.69,-1.38,-0.07,-9.73,-0.4,-0.03
0,7.531016332,5.66296048,87.028,53.78,32.74,0,2.904,16.085,81.076,3.485,75.924,96.156,16.085,1.216,22.569,5.56,5.56,91.352,0,1,0,-8.639,9,8.725,5.56,24.636,66.638,41.769,-2.846,37.676,-0.039,0,0,1.618,90.115,79.682,2.34,2,45.629,1.34,17.073,0.443,0.156
0,6.606650186,6.025865974,38.373,24.864,16.903,0,193.032,3.378,79.299,5.135,86.351,89.907,3.378,2.52,9.178,5.314,5.314,108.865,11.111,147.524,255.172,6.993,149.504,14.125,5.314,57.902,31.468,30.405,3.378,11.746,0.095,0.146,370,1.543,44.444,33.222,4,3.24,24.916,3,-203.111,-18.28,1.24
0,7.591357047,6.678342115,20.498,23.018,-22.405,15.18,5.023,2.776,108.647,3.079,88.541,87.607,2.776,2.109,7.672,2.676,2.676,81.414,83.39,41.272,137.583,-9.916,82.467,56.559,2.676,34.883,51.513,59.262,-2.08,6.527,-0.067,0.272,4.436,0.89,26.916,21.293,5.745,2.363,17.587,4.745,-14.565,-3.109,-0.527
0,7.469083885,5.549076085,156.566,43.183,65.846,0,312,0,0,17.056,73.474,66.358,0,0,116.342,28,24,167.973,100,84.239,98.101,12.855,118.84,68.232,36.959,31.767,25.339,11.694,-2.459,8.022,-0.045,0,350.6,3.625,30.243,11.231,0,0,11.231,0,-38.536,0,0
0,6.202535517,4.634728988,44.857,41.497,-30.127,23.809,-3.44,2.834,67.626,5.06,61.538,90.574,2.834,2.785,24.271,5.567,5.567,52.05,55.963,27.816,36.458,-33.853,46.478,63.251,5.567,22.939,24.276,22.064,-1.267,5.227,-0.081,0.128,10.51,1.08,287.155,90.462,22.357,14.714,86.416,21.357,176.146,13.714,3.857
0,7.983781069,5.877735782,26.718,30.753,-7.796,-34.259,-1.703,9.341,73.707,1.091,87.896,102.239,9.205,1.116,8.963,0.956,0.956,68.69,43.956,41.324,29.736,-21.72,58.504,52.345,0.956,10.666,65.999,75.315,2.614,3.887,-0.191,0,8.192,0.868,24.128,17.826,1.945,1.919,8.662,0.945,11.634,0.937,0.671
0,9.191055611,6.398594935,161.951,27.077,12.295,7.989,119.376,0.978,97.921,0.958,84.922,97.983,0.886,2.364,15.64,5.814,4.172,40.093,100,1.331,2.307,-40.168,45.217,73.324,4.172,26.675,41.411,9.511,0.349,16.513,-0.082,0.003,24.309,5,-20.578,-11.622,-2,-1.062,-17.433,-3,-164.951,-16.031,-9.447
0,8.755507483,5.645517567,11.54,8.59,-8.87,-1.35,-2.37,7.7,11.79,-3.66,91.5,127.39,6.65,0.52,-58.2,-4.42,-4.92,34.9,94.26,43.69,40.21,-22.67,74.19,87.84,1.57,6.07,26.93,19.79,4.63,2.03,-0.13,0,5.86,1.34,21.23,6.09,0.55,0.86,-5.07,-0.45,-34.57,-1.23,-0.07
1,8.059908335,5.192956851,47.262,28.088,43.798,-21.374,-1.372,5.655,37.055,2.432,80.853,94.47,5.213,1.43,42.777,4.122,4.122,44.444,79.338,64.546,54.216,-18.736,77.959,85.01,4.282,9.635,25.91,15.292,-0.114,2.552,-0.101,0,27.051,1.682,49.38,14.158,1.335,1.167,3.554,0.335,-24.173,-0.653,-0.363
1,8.854522204,6.741700695,48.784,27.933,30.733,86.757,41.148,3.568,77.072,2.497,87.31,96.031,1.484,1.916,20.661,4.876,3.726,244.812,91.053,66.685,48.474,13.969,118.288,76.384,6.324,18.036,40.225,26.962,-2.011,4.889,0.07,0.113,11.156,1.746,27.421,13.458,2.072,4.276,6.962,1.072,1.164,0.088,1.336
0,8.594339401,4.96284463,32.634,21.051,83.645,-33.497,18.432,3.203,74.894,0.796,83.373,96.309,3.036,1.306,30.069,1.641,1.138,79.814,37.734,62.807,34.71,-9.793,84.017,61.275,1.138,3.785,55.134,38.566,-3.359,4.546,-0.083,0,10.652,1.55,39.558,22.668,4.763,4.745,17.909,3.763,22.947,2.763,3.433
0,6.777897132,4.938996067,54.72,51.49,0,-65.43,9.62,8.15,99.23,5.77,77.07,88.86,8.15,1.71,36.27,6.13,6.13,117.17,0,170.09,190.58,12.46,183.3,14.96,5.86,16.15,67.16,66.1,0,7.96,0.12,0.13,26.41,1.06,35.03,28.06,2.84,2.96,18.19,1.84,-0.86,-0.08,3.97
0,7.867637926,5.248759408,78.39,32.76,120.05,0,-12.29,5.64,84.47,5.2,76.51,86.16,5.64,1.93,54.78,12.53,12.44,66.18,11.83,21.92,20.22,-30.08,26.89,41.14,13.31,18.66,45.59,17.81,3.18,8.55,-0.08,0,149.31,2.39,125.77,70.49,3.97,3.74,52.73,2.97,44.19,1.84,-0.04
0,8.843171993,6.01080138,62.43,19.03,115.6,-67.05,24.56,3.04,151.92,4.95,89.83,76.97,3.04,2.63,72.21,16.24,16.24,154.27,32.45,137.4,229.21,20.17,147.25,42.67,14.64,17.41,59.09,19.98,0.34,18.73,0.06,0.1,34.96,3.28,49.85,35.67,3.27,2.45,24.77,2.27,21.54,1.63,0.91
0,7.340452861,6.38367554,36.87,48.77,-15.17,58.11,22.24,7.85,51.44,1.43,75.42,96.02,7.55,1.21,3.78,1.26,1.08,69.87,100,7.35,0,-11.4,84.52,73.6,7.67,26.4,35.16,51.15,2.17,31.64,-0.17,0.63,1.51,0.76,32.03,15.3,2.09,-0.71,7.97,1.09,13.5,1.01,-0.26
0,8.713051051,6.783698857,50.02,29.67,38.88,154.07,4.43,4.68,71.9,3.19,79.85,91.29,3.88,1.9,24.63,7.29,5.37,63.77,84.11,65.89,87.98,-17.94,73.79,68.43,14.2,23.96,34.15,20.7,-1.72,4.63,-0.12,0,50.61,1.69,48.05,21.58,2.12,2.06,11.42,1.12,3.55,0.19,-0.44
1,8.497194545,6.661854741,26.497,27.116,24.548,39.576,-0.457,5.57,86.381,3.285,77.984,95.368,5.407,1.589,20.588,3.217,3.217,89.867,54.615,23.747,29.349,-6.354,89.303,59.412,-4.356,15.627,54.336,55.478,-0.3,4.678,-0.071,0.239,3.206,0.977,46.818,30.151,4.663,3.864,23.685,3.663,29.716,2.959,0.326
1,8.204124933,5.888877958,47.283,23.331,-3.713,38.292,11.117,3.09,66.9,0.765,76.914,98.836,2.735,1.247,7.756,1.843,1.474,79.437,54.845,5.185,1.913,-11.163,80.37,56.872,3.212,19.01,51.079,26.531,0.799,9.22,-0.047,0.087,7.484,2.026,20.206,12.743,1.734,0.858,5.396,0.734,-31.134,-2.672,-2.079
1,8.812099109,6.003887067,35.66,22.174,-26.346,-7.784,-13.884,4.095,22.284,-1.787,89.024,114.656,2.859,0.563,-29.629,-3.286,-3.105,62.558,42.187,10.97,19.35,-21.014,67.955,65.579,1.423,10.481,41.407,23.827,0.431,5.331,-0.101,0.012,8.367,1.608,-3.875,-1.792,-0.225,-0.545,-9.742,-1.225,16.062,0.934,-0.109
1,9.210640327,6.991176887,28.393,16.625,41.145,30.555,104.813,5.268,85.479,1.649,90.222,114.168,0.869,1.404,15.179,2.693,2.096,354.339,4.147,241.899,68.946,52.864,300.626,26.349,10.633,13.81,60.957,47.965,1.063,7.049,0.256,0.009,48.207,1.707,-35.806,-25.324,-3.259,2.703,-33.092,-4.259,-54.939,-5.001,0.747
1,6.483107351,4.204692619,36.621,45.412,-3.397,-63.157,15.691,14.525,14.053,0.917,71.559,101.28,14.373,1.063,8.955,0.689,0.689,128.705,100,68.111,82.446,14.022,137.77,37.126,1.954,7.701,13.218,17.584,7.288,3.151,0.062,0,16.769,0.806,459.13,65.753,5.557,2.326,53.922,4.557,279.13,3.378,-0.115
1,8.125039097,6.573680167,24.506,28.685,80.641,29.7,8.379,8.792,90.365,2.22,84.251,98.364,6.719,1.299,10.474,2.212,1.823,155.204,37.117,61.442,251.648,9.117,123.32,39.095,2.82,17.408,69.17,84.221,-3.614,19.03,0.11,0.313,4.007,0.854,13.954,11.686,1.336,0.952,2.943,0.336,-7.135,-0.683,-0.202
0,6.040064217,1.979621206,40.67,42.81,0,0,0,12.93,100.03,1.88,66.9,94.52,12.33,1.15,108.78,2.81,1.78,29.22,70.83,10.98,45.84,-61.85,17.11,74.61,-20.98,1.64,81.43,85.73,0,5.98,-0.65,0,102.49,0.95,24.77,20.51,1.64,1.56,8.02,0.64,-85.76,-6.54,0.07
1,8.337827262,7.099201744,61.883,59.751,-10.8,64.566,17.872,5.814,73.348,1.746,55.659,97.763,5.336,1.353,6.028,2.015,1.672,168.128,11.144,112.236,292.05,26.042,195.949,27.141,9.871,27.737,53.847,56.257,1.524,10.868,0.217,0.267,6.218,1.035,5.827,4.342,0.563,1.748,-3.359,-0.436,-10.378,-1.004,1.798
1,8.015657615,5.717027701,40.97,29.557,-36.811,-58.088,9.544,7.133,78.938,1.354,77.608,97.034,7.001,1.277,13.486,2.626,1.795,111.07,14.174,86.866,59.383,6.611,119.635,33.669,10.245,13.309,61.777,46.598,2.772,4.672,0.061,0,15.689,1.386,40.467,28.838,2.643,-0.375,17.929,1.643,-16.3,-1.064,1.648
0,7.729256096,5.745595977,19.59,39.32,299.16,173.14,27.2,17.78,74.33,0.49,66.01,98.6,17.78,1.03,3.66,0.25,0.25,88.16,22.78,26.53,36.76,-9.7,75.45,39.49,0.25,6.12,70.43,158.3,17.78,2.86,-0.12,0.07,3.49,0.5,15.8,11.85,1.41,0.73,3.43,0.41,-14.93,-1.48,0
1,8.787983396,6.632001777,37.167,25.827,25.19,-5.122,7.848,5.736,83.616,2.196,83.844,97.74,5.186,1.406,18.972,3.511,3.046,73.229,73.012,42.632,68.694,-12.946,80.73,67.188,5.479,16.056,58.007,41.83,0.006,5.593,-0.088,0.067,7.179,1.439,11.305,7.812,0.824,0.768,-1.663,-0.175,-9.153,-0.667,-0.005
0,6.613505016,5.628484051,30.3,35.84,70.78,149.24,41.88,4.94,100.2,5.73,84.34,84.55,4.94,2.16,16.57,4.85,4.85,47.09,100,24.28,49.19,-30.23,58.65,73.09,4.13,26.91,43.04,59.74,-1.16,3.54,-0.38,0,49.78,0.85,11.68,6.88,1.41,6.5,2.01,0.41,-29.99,-3.92,-2.01
0,7.539027056,-4.430816799,74.331,31.808,23.036,132.352,17.432,1.968,-59.664,-6.648,97.765,121.868,1.968,-2.378,135,-14.384,-14.384,25.375,0,13.249,11.638,-51.438,37.656,82.508,-14.384,-9.666,25.086,11.595,0.855,3.348,-0.203,0,16.637,2.336,94.495,21.615,5.567,3.567,17.733,4.567,-27.522,-1.621,0.297
1,9.56036324,7.891704659,12.955,10.851,15.027,19.066,85.504,2.353,83.83,0.951,90.437,94.207,2.05,1.52,5.046,1.126,0.873,59.346,37.784,12.032,0.319,-35.773,25.121,47.776,2.854,17.317,55.117,59.995,-0.434,6.741,-0.238,0,50.412,1.193,50.493,33.659,12.871,1.835,31.044,11.871,-25.816,-6.58,2.502
