class (1=건전/0=부도),outx9ln,outx10ln,outx13,outx14,outx15,outx18,outx19,outx21,outx23,outx25,outx27,outx28,outx29,outx31,outx32,outx33,outx34,outx35,outx36,outx37,outx38,outx39,outx41,outx42,outx43,outx44,outx46,outx47,outx49,outx50,outx52,outx53,outx55,outx56,outx59,outx60,outx61,outx62,outx66,outx67,outx69,outx70,outx73
0,9.046028071,6.297588027,28.46,18.81,81.71,-85.7,-2.17,4.3,35.09,1.05,92.48,89.36,2.88,1.24,17.82,1.77,1.58,81.26,37.95,64.67,65.07,-5.86,92.15,74.59,4.39,9.79,25.8,16.87,-1.37,4.41,-0.04,0,25.16,1.51,89.81,25.69,3.52,6.19,18.4,2.52,41.87,2.06,1.43
0,8.223010033,6.467186172,31.35,24.86,3.18,-34.28,9.94,4.14,82.66,2.39,86.86,90.57,4.01,1.6,14.74,3.13,3.01,90.95,53.97,65.47,95.5,-4.49,91.81,54.87,7.87,20.8,52.86,43.91,2.72,4.64,0,0.11,6.75,1.26,19.86,13.25,2.11,1.82,6.97,1.11,-3.85,-0.45,0.91
0,7.546446274,5.459585514,18.546,23.653,95.863,57.352,42.398,5.755,53.365,1.636,82.47,93.489,5.649,1.348,13.191,1.338,1.092,44.007,42.119,36.712,30.91,-39.746,42.242,68.816,1.233,8.28,39.57,59.292,4.824,1.696,-0.582,0,21.645,0.784,-11.576,-4.994,-1.192,4.073,-9.181,-2.192,-63.846,-6.577,1.238
1,7.394493107,6.663132696,24.664,40.688,3.828,13.089,-8.9,12.231,57.529,1.413,71.296,106.035,7.191,1.145,2.937,1.367,0.898,115.777,5.99,103.418,53.074,10.511,145.982,22.86,2.344,30.597,48.925,76.951,2.85,4.878,0.14,0.046,7.995,0.606,4.392,3.096,0.276,1.005,-9.403,-0.839,-19.089,-1.201,-1.025
0,7.641084249,5.198497031,86.19,39.721,16.508,10,59.675,2.497,97.128,1.2,84.341,99.999,1.969,1.48,13.812,2.118,2.118,114.634,14.082,65.269,47.596,9.152,132.335,28.305,6.864,15.338,65.593,37.175,2.049,9.683,0.018,0,66.095,2.169,-7.235,-5.605,-1.076,3.634,-10.81,-2.076,-56.33,-8.384,0.903
1,8.48487659,5.476463552,31.464,28.403,10.525,193.37,10.146,8.593,67.417,2.437,85.147,100.882,7.994,1.283,49.372,1.615,2.575,80.191,22.082,48.46,60.972,-12.617,74.207,48.919,-5.697,5.217,57.236,54.162,3.57,3.65,-0.187,0,13.598,1.107,-14.34,-8.659,-0.903,-0.117,-18.24,-1.903,-22.463,-1.415,-0.456
1,8.298788394,6.852242569,41.381,52.774,46.411,640.909,58.146,5.424,93.977,2.96,75.939,99.999,4.901,1.623,12.579,2.197,1.894,91.664,31.82,37.166,30.612,-9.681,77.802,43.614,3.041,15.063,57.547,89.922,-0.513,3.31,-0.122,0,7.241,0.784,19.535,13.235,3.238,2.761,9.148,2.238,-40.841,-6.77,1.605
0,7.063048163,4.736198448,44.339,20.119,493,-6.666,-28.201,1.883,0,2.91,75.77,95.237,1.883,2.545,29.824,8.577,7.674,32.386,0,18.237,17.933,-53.724,27.659,74.266,7.674,25.733,0,0,0.188,3.604,-0.232,0,80.551,2.203,0,27.659,4.136,5.181,20.972,3.136,0,9.909,0.227
1,9.648208131,8.747193184,25.333,14.031,-22.394,-25,2.968,0.819,160.797,5.679,81.405,71.659,-0.606,10.33,13.983,13.713,10.106,148.274,55.794,211.742,14.586,26.507,242.645,18.582,60,72.275,15.458,8.687,0.098,17.477,0.115,0,29.512,1.805,98.885,55.136,10.48,15.614,49.875,9.48,86.775,9.196,8.834
1,10.18017187,7.430707083,19.354,4.174,25.118,52.587,33.087,0.534,0,0.633,87.476,96.858,0.272,2.56,9.899,3.402,2.57,242.291,0,42.901,15.872,15.486,121.032,73.629,24.43,25.969,0,0,0.207,6.956,0.034,0,8.647,4.636,0,42.15,14.375,11.17,39.218,13.375,0,12.368,9.007
1,7.575584652,6.190315406,100.973,55.846,-3.798,0,17.439,4.41,38.925,0.307,68,101.253,4.307,1.116,1.229,-0.686,0.515,108.858,100,101.47,521.794,3.862,107.352,52.532,36.738,41.888,42.918,25.641,1.252,27.272,0.073,0.186,772,1.808,20.6,15.214,1.197,1,2.511,0.197,-31.8,-1.848,0.325
0,5.726847748,4.219507705,28.682,12.052,-7.25,-94.444,-25.675,0,0,4.885,78.827,83.145,0,0,22.058,13.636,13.636,178.947,0,166.666,183.783,27.272,171.428,38.181,13.636,61.818,0,0,0,6.747,0.118,0.128,16.157,2.379,0,90.476,0,0,90.476,0,0,0,0
0,6.263398263,5.010635294,25.357,11.809,-48.428,-23.456,-14.772,0,0,3.047,90.095,74.001,0,0,10.666,11.555,7.111,128.205,0,61.333,86.792,14.666,144,33.333,7.111,66.666,0,0,0,12.5,0.097,0.147,7.342,2.147,0,69.333,0,0,69.333,0,0,0,0
1,7.885705391,6.013715156,58.472,38.285,-1.555,966.666,25.664,6.543,95.665,3.046,82.512,93.455,5.377,1.54,19.804,5.002,4.177,97.38,100,82.679,317.551,-0.567,99.281,78.906,15.936,21.093,61.423,44.791,2.212,16.882,-0.013,0.251,37.985,1.527,29.051,22.614,1.988,1.132,11.241,0.988,-3.778,-0.258,0.66
0,8.954544488,6.434546519,24.951,12.359,5.937,42.145,66.91,3.461,80.03,0.787,89.422,105.845,2.867,1.246,9.791,1.438,1.271,79.009,68.883,23.024,28.359,-8.838,86.754,66.729,8.818,12.987,63.643,39.429,0.902,10.449,-0.029,0.156,4.83,2.018,14.543,10.637,1.656,0.626,4.216,0.656,-35.735,-4.07,0.328
1,9.2023082,6.434546519,26.537,5.262,-26.272,55.947,26.352,0.897,62.204,0.756,84.375,99.045,0.866,2.022,12.038,4.234,3.415,501.587,100,73.849,112.658,23.041,132.352,71.22,23.816,28.369,30.418,6.733,0.577,12.246,0.044,0.08,14.408,5,-31.437,-13.35,-2.359,-1.382,-19.008,-3.359,-44.311,-3.325,-0.202
1,9.37551577,6.935370446,27.46,14.191,11.895,51.802,13.109,2.026,85.711,1.085,90.623,98.079,1.492,1.652,12.451,2.611,1.978,93.142,38.904,30.185,41.383,-3.446,93.521,53.191,8.159,15.886,50.208,27.543,-0.146,10.302,0.017,0.113,6.621,1.935,45.767,27.319,6.221,1.757,22.928,5.221,8.833,1.2,-0.807
1,8.441391478,5.683579767,26.136,8.371,26.432,-40,-23.063,0.56,35.956,0.97,90.809,105.249,0.043,3.115,15.306,4.26,3.485,44.413,100,3.186,2.753,-30.828,59.095,75.367,14.252,22.773,11.541,3.214,-0.393,5.628,-0.075,0,6.437,3.122,320.134,47.843,18.346,7.269,44.232,16.961,175.838,10.076,-1.038
1,7.765144903,6.573680167,24.232,25.286,10.14,-57.407,0.693,4.666,114.121,4.2,78.362,97.264,1.4,2.127,13.826,5.024,4.011,121.345,92.447,104.273,241.421,5.915,108.913,66.369,22.933,29.011,53.646,56.173,-0.286,4.756,0.073,0.249,30.61,0.958,11.631,8.789,1.4,1.309,2.511,0.4,-6.117,-0.736,0.272
1,8.419359831,6.202535517,50.945,33.855,39.765,41.484,92.666,6.131,83.08,1.654,75.099,94.781,5.844,1.338,15.182,2.369,1.89,88.293,39.423,37.038,84.333,-6.554,87.038,50.567,8.671,12.452,62.087,54.322,1.076,11.42,-0.036,0.194,5.465,1.504,28.745,20.385,2.546,1.071,12.381,1.546,-44.092,-3.906,0.14
0,6.677083461,4.532599493,48.245,13.853,42.805,-84.21,41.269,2.267,106.47,3.148,89.798,83.053,2.015,2.388,26.881,9.363,9.363,138.271,100,117.419,410.344,11.61,120,58.052,9.363,34.831,44.569,14.987,-0.25,42.918,0.008,0.1,72.181,3.482,42.016,28.735,2.777,1.666,18.39,1.777,10.084,0.666,2.277
0,7.520234556,5.991464547,34.078,26.016,-11.127,-24.648,-18.958,2.493,65.603,3.035,70.623,91.845,2.168,2.304,14,4.758,4.44,144.404,100,20.209,134.21,9.754,114.285,68.279,15.86,31.72,28.469,19.457,-1.842,16.926,0.053,0.521,1.972,1.309,10.863,4.529,0.847,9.434,-0.813,-0.152,-1.114,-0.086,0.869
0,9.029646689,6.015888831,23.4,9.06,38,39.8,128.48,3.29,41.32,0.78,87.25,0,3.29,1.26,19.76,2.19,2,269.35,100,63.02,52.97,5.73,106.3,90.89,2.44,9.11,40.35,21.74,0.57,8.14,0.02,0.1,6.61,2.58,26.25,11.65,1.73,0.58,4.93,0.73,6.07,0.46,6.31
0,6.484635236,4.025351691,102.762,14.198,48.863,0,20.731,0,0,4.732,85.496,79.537,0,0,55.357,28,24,80,0,23.255,39.13,-14.141,67.441,43.434,31.313,56.565,0,0,0,20.468,-0.02,0,218.333,5,0,76.744,0,0,76.744,0,0,0,0
0,7.050547408,5.130549391,85.71,18.01,36.82,53.15,34.97,0,500,4.17,93.2,74.55,0,62,33.08,19.87,19.87,155.59,100,140.84,188.28,21.94,156.89,38.58,17.29,60.75,7.18,1.73,0,16.61,0.03,0.05,80.98,4.76,99.82,18.27,101,105,18.27,100,2.55,42,-27
0,6.222576268,5.036952602,42.978,20.039,45.664,94.117,11.711,1.587,41.935,3.571,88.293,84.346,1.587,3.25,11.688,7.258,7.258,277.777,18.75,287.5,357.894,51.612,366.666,19.354,7.258,62.096,12.903,6.349,0.72,25.2,0.293,0.312,20.16,2.144,343.75,117.021,13.75,9.375,108.51,12.75,156.25,6.25,2
1,9.343471685,6.52649486,43.7,12.57,29.245,3.148,14.211,2.485,39.398,0.752,84.164,100.306,2.1,1.352,12.591,1.912,2.454,146.075,78.692,37.935,49.15,9.046,112.685,71.318,15.211,19.492,31.877,9.777,-0.399,19.494,0.027,0.119,6.942,3.476,81.11,32.116,3.19,2.69,22.048,2.19,45.478,1.788,0.545
0,8.176953868,6.28785856,21.516,18.465,17.425,33.025,18.653,8.6,93.068,1.995,77.543,96.348,7.448,1.274,13.197,2.534,2.142,465.198,34.958,116.722,314.285,50.03,237.936,36.27,1.146,16.234,73.023,68.015,0.613,9.5,0.25,0.471,3.526,1.165,-14.793,-12.896,-1.169,-0.313,-23.919,-2.169,-28.264,-2.235,-0.398
1,9.400795429,7.414572881,34.378,19.259,10.787,-14.828,14.409,3.43,32.782,1.901,87.642,96.095,1.297,1.831,13.855,4.825,3.179,161.25,59.394,91.572,53.336,12.843,119.427,66.113,16.037,22.95,17.807,10.646,0.527,3.419,0.049,0,12.11,1.785,162.81,37.627,5.053,6.25,30.181,4.053,50.854,1.578,2.392
0,8.180040723,5.768320996,40.018,24.04,18.335,-11.778,10.609,1.989,46.262,1.232,77.808,95.964,1.737,1.83,13.75,2.619,1.953,399,15.992,58.872,64.16,26.554,141.127,64.564,5.328,14.209,25.266,15.942,-0.331,3.257,0.152,0.209,2.881,1.664,4.393,1.293,0.352,2.802,-2.38,-0.647,-21.265,-1.704,-0.507
0,8.062432792,6.680854679,16.927,4.601,10.442,37.222,13.49,0,0,0.913,90.923,94.336,0,0,3.638,3.162,3.162,471.597,0,1,0,64,623.333,13.086,3.162,85,0,0,-0.487,27.004,0.176,0.177,4.953,3.678,0,-62.5,0,0,-62.5,0,0,0,0
0,8.078067882,6.570882962,52.936,44.74,10.338,63.348,13.898,3.723,100.318,4.095,75.954,88.665,3.661,2.433,18.487,5.928,4.55,90.556,45.819,37.366,15.652,-5.377,88.896,48.431,21.165,24.612,41.227,37.108,0.539,4.928,-0.06,0.035,5.537,1.183,37.458,20.484,3.733,3.791,14.997,2.733,23.829,2.375,1.3
0,7.959625305,6.107022888,49.955,19.734,16.287,51.515,91.87,1.99,103.482,3.911,87.53,79.588,1.886,2.964,24.944,7.531,7.531,496.703,100,120.386,206.584,24.277,134.879,69.603,7.531,30.195,34.902,18.127,1.666,9.34,0.103,0.213,22.995,2.531,13.294,6.647,1.21,1.561,1.156,0.21,0.385,0.035,4.456
0,6.722629795,4.700480366,76.571,16.125,57.386,0,28.758,2.527,0,3.489,92.418,77.847,2.527,2.38,26.363,14.72,14.72,250,0,1.149,0,33.502,175.862,44.162,14.72,55.837,0,0,1.958,14.452,0.069,0,83.1,4.748,0,42.528,1.761,8.619,18.39,0.761,0,0.666,1.047
1,8.8164085,7.53796266,35.548,31.331,-3.643,3.061,3.77,5.16,82.789,3.514,59.341,96.325,4.225,1.931,12.619,5.401,3.914,274.704,30.417,178.297,274.507,46.266,270.273,27.172,26.065,31.02,42.682,38.315,1.431,7.929,0.395,0.404,4.622,1.134,41.64,25.766,3.091,2.735,17.432,2.091,10.139,0.752,1.086
1,8.547916364,6.378426184,39.162,40.438,21.232,-4.264,0.678,8.223,65.631,0.833,83.048,110.819,7.408,1.122,7.3,1.048,0.804,92.942,43.138,41.615,69.063,-3.669,92.901,51.684,8.217,11.025,57.974,60.065,2.016,5.622,-0.049,0.178,3.873,0.968,23.28,15.169,1.7,0.816,6.248,0.7,4.972,0.363,-0.101
1,8.58876939,6.226536669,33.848,20.201,-2.238,20.315,11.723,4.542,73.73,1.005,80.115,99.329,3.742,1.258,10.671,1.891,1.596,67.902,100,20.617,19.973,-7.419,91.199,84.303,10.523,14.957,58.409,36.79,0.811,7.439,-0.051,0.182,3.5,1.675,6.123,4.205,0.495,0.098,-4.275,-0.504,-7.439,-0.602,0.29
1,8.668711839,6.576469569,19.642,17.944,-17.451,15.307,-19.033,2.99,50.646,1.495,75.678,107.099,2.045,1.626,12.116,2.291,1.829,67.664,82.444,24.574,12.679,-13.12,82.001,72.897,10.891,15.096,31.139,25.455,-1.336,2.121,-0.066,0,3.865,1.094,16.205,5.943,1.379,-4.816,1.634,0.379,3.038,0.258,-0.844
1,8.863049828,7.020190708,36.155,18.313,-3.218,38.434,-14.799,2.009,7.41,1.033,90.56,100.248,1.273,1.619,6.523,2.702,2.216,98.166,100,38.676,41.296,-1.275,98.014,64.227,29.426,33.981,4.555,2.122,-0.264,3.416,0.004,0,7.03,1.974,-72,-4.967,-0.76,-0.964,-11.499,-1.76,-312.666,-3.302,-5.619
1,9.149846992,6.429719478,34.983,7.468,16.138,1.846,5.68,3.388,78.222,1.211,90.311,88.491,3.378,1.357,18.387,6.44,5.52,773,63.245,9.95,2.73,45.811,193.201,49.152,16.949,30.024,55.205,12.11,0.366,49.804,0.092,0.167,5.381,4.684,48.771,38.477,1.742,1.956,16.401,0.742,20.964,0.749,0.144
0,8.06022424,6.523562306,21.963,24.131,-16.265,23.122,-7.445,4.106,50.721,1.295,71.667,98.327,3,1.384,6.02,1.495,1.226,453.289,100,34.124,45.936,15.938,120.075,79.395,5.412,20.364,36.632,38.692,0.853,1.962,0.077,0.441,1.544,0.91,-30.285,-13.931,-2.853,0.515,-18.813,-3.853,-20.816,-1.961,1.7
1,8.005700679,6.920671504,7.974,9.106,-8.541,37.321,32.574,2.935,110.404,1.801,86.357,119.767,0,1.75,5.33,1.793,1.383,546.28,87.5,44.788,3.225,27.671,141.844,66.128,15.321,25.954,61.491,80.053,1.837,7.647,0.306,0.558,1.446,0.875,-34.958,-29.031,-9.534,-6.875,-32.076,-10.534,-39.958,-10.897,1.931
1,8.796036315,6.865891075,40.903,24.667,20.342,20.656,8.584,5.024,53.772,1.286,82.309,95.526,4.57,1.328,8.863,2.675,2.048,142.728,55.442,70.771,98.713,12.533,121.558,58.134,10.942,23.114,40.298,25.302,-0.876,5.443,0.078,0.145,8.193,1.658,21.351,11.191,1.075,1.198,0.783,0.075,-15.61,-0.786,-0.78
1,8.894944461,6.405228458,89.229,29.924,39.031,31.942,41.153,1.233,117.387,3.002,81.028,87.374,1.206,4.1,36.198,9.741,7.646,127.115,82.317,61.276,114.637,6.04,108.426,71.682,17.632,21.124,28.631,11.24,0.166,10.096,0.015,0.125,9.05,2.981,-15.487,-5.621,-1.411,2.022,-9.606,-2.411,-60.121,-5.477,-1.255
0,7.466227556,5.459585514,25.21,11.155,3.248,96.408,74.777,2.288,101.515,0.858,83.581,105.337,2.231,1.425,6.382,1.727,1.524,393.877,78.459,20.735,54.347,29.065,147.826,60.772,3.556,23.882,71.239,40.102,0.575,15.134,0.096,0.268,3.258,2.259,-60.342,-56.475,-10.575,-12.625,-61.815,-11.575,-66.191,-11.6,2
1,9.107532152,6.480044562,20.589,8.057,23.789,35.802,16.825,2.338,66.65,0.653,91.92,108.452,2.161,1.331,9.049,1.971,1.55,46.68,100,23.389,17.87,-19.632,76.293,82.812,10.565,17.135,49.172,20.735,-0.487,9.553,-0.078,0.078,6.298,2.555,22.982,13.637,2.037,-0.165,6.945,1.037,3.58,0.317,0.748
0,8.574310493,-6.039754586,32.37,6.62,-2.76,0,-34.72,0.26,500,2.38,90.97,0,0.26,10.15,0,13.46,11.64,-98,100,10.19,15.34,-88,40.86,126,-60.8,-45,105,22.71,0.26,73.03,-0.05,0.05,15.35,4.89,-6.96,-6.56,-6.08,-9.29,-7.64,-7.08,-9.11,-8.05,0
1,9.047350743,6.335054251,44.539,16.466,9.006,4.703,29.773,4.755,98.386,1.294,85.863,95.576,4.613,1.324,19.503,3.692,3.1,97.582,92.678,37.684,358.247,-0.563,99.28,78.382,10.259,15.896,74.295,31.026,1.419,24.59,-0.019,0.19,6.006,2.704,-14.301,-12.634,-0.933,-0.363,-26.172,-1.933,-30.424,-1.985,0.329
0,7.673688129,3.583518938,108.361,22.594,25.789,36.666,29.411,1.394,260.632,4.463,88.702,77.743,1.394,4.2,135,18.972,18.972,21.556,100,45.106,238.333,-25.889,72.127,92.885,18.972,7.114,62.055,14.597,-0.067,34.416,-0.038,0.062,20.197,4.795,10.509,7.021,1.1,0.8,0.638,0.1,-8.917,-0.933,-0.6
1,7.558516743,4.59511985,18.843,19.457,-22.795,16.599,9.803,0.417,410.093,1.564,86.384,98.744,-0.73,5.125,30.303,1.592,1.447,89.047,19.179,25.592,19.614,-8.542,72.037,30.55,-0.048,4.777,80.019,86.489,0.336,7.444,-0.083,0.032,7.166,0.968,5.247,4.409,10.875,8.125,4.004,9.875,-1.507,-3.125,3
1,9.121399863,7.201916318,26.294,11.323,33.503,1.367,-4.369,3.683,68.344,0.699,85.812,102.12,3.191,1.219,4.769,1.998,1.661,128.584,100,30.936,150.909,7.866,112.173,64.615,21.858,34.839,55.633,23.423,-1.102,34.33,0.119,0.2,6.215,2.322,26.644,22.749,1.694,1.477,9.322,0.694,10.452,0.664,0.074
0,8.816555286,5.724369108,19.07,4.11,-11.61,-47.09,-1.34,0.82,120.31,0.44,91.3,0,0.54,1.7,10.21,10.03,2.04,239.67,100,44.85,0.67,17.31,124.62,70.3,10.82,21.21,37.17,7.96,0.04,27.04,0.03,0.06,10.76,4.64,-17.78,-8.39,-1.72,7.51,-13.26,-2.72,-25.08,-2.68,-0.68
1,8.853808275,7.070724107,33.215,22.853,0.733,-2.406,4.196,5.456,54.393,1.142,78.96,97.89,4.513,1.295,6.796,2.379,1.627,135.156,67.318,56.488,65.634,10.069,116.428,61.289,11.737,23.942,41.639,29.238,0.837,3.988,0.018,0.129,4.158,1.453,5.373,2.941,0.287,0.167,-7.274,-0.712,-19.98,-1.07,0.151
1,7.903965634,5.955837369,41.685,30.686,4.073,21.617,25.381,2.88,80.21,2.215,75.701,91.14,2.474,1.923,15.544,4.057,2.705,257.706,59.685,80.186,133.383,19.837,129.352,67.583,12.894,17.403,37.24,30.502,-0.04,4.325,0.162,0.314,4.032,1.358,-11.016,-4.967,-1.166,-0.512,-9.224,-2.166,-31.961,-3.384,-0.935
0,8.190354404,6.274762021,42.437,18.441,8.483,19.603,12.618,3.771,70.274,0.554,92.29,97.78,3.66,1.169,3.766,1.204,1.204,174.4,88.003,10.139,0,16.807,127.733,60.602,10.903,31.987,61.265,28.202,0.402,136,0.054,0.281,3.424,2.301,9.931,8.945,0.742,0.786,-3.1,-0.257,-3.441,-0.257,0.176
1,7.855157006,5.690359454,25.275,16.479,17.387,2.083,0.059,3.761,73.427,1.938,76.967,96.66,2.946,1.556,16.891,3.329,2.972,44.526,100,18.609,20.588,-22.294,72.845,82.104,2.853,17.598,46.551,30.36,-0.38,4.58,-0.168,0.106,3.545,1.533,13.537,7.647,1.092,0.989,0.649,0.092,-2.043,-0.164,-0.597
0,7.380255788,4.143134726,21.792,9.476,-15.222,-33.846,18.309,3.802,84.907,0.81,89.027,95.725,3.304,1.278,20.634,2.248,1.719,246.031,20.119,141.58,234.782,36.375,194.501,38.492,1.719,8.333,66.402,31.296,1.583,8.531,0.187,0.125,9.901,2.299,-16.932,-12.265,-1.393,-0.59,-21.067,-2.393,-52.589,-4.327,-1.852
1,8.743691111,6.985641818,35.966,12.486,18.544,262.385,50.229,0.35,80.18,2.073,88.04,99.34,-0.398,9.09,12.025,5.814,4.973,315.042,93.962,108.429,50.411,38.829,190.062,43.114,35.998,41.354,10.137,4.225,-0.065,20.294,0.146,0.06,12.442,2.88,48.301,8.349,5.818,-7,4.305,3,36.226,4.363,5.09
0,6.422012436,-7.565021364,-7,-26,-76.95,-92.53,-47,59,-223,-140,110,41,52,-5,0,-26,-27,-81.19,63.64,21.44,75.57,-88,30.08,126,-64,-45,105,541.64,35,1.11,-1.7,1.53,0.58,0.19,-20.41,-19.41,-1.84,-1.61,-29.95,-2.84,-1.29,-0.13,0.6
1,8.519390775,5.730099783,52.202,17.381,-3.948,-7.234,-44.283,3.771,39.871,1.237,83.296,101.555,3.332,1.428,20.129,7.286,5.192,151.79,100,1,42.207,15.745,129.237,53.852,17.42,25.795,27.303,6.505,-0.272,10.407,0.032,0.149,4.424,3.003,-94.171,-34.65,-1.624,-0.809,-55.981,-2.624,-156.134,-2.693,-4.164
0,6.65415252,4.143134726,32.978,19.974,91.133,-45.864,47.368,2.706,6.122,1.546,86.984,93.908,2.319,1.714,19.047,2.678,2.142,134.375,0,70.042,66.666,3.928,104.641,84.642,2.321,11.25,3.571,2.577,-0.249,3.233,0.009,0.058,7.57,1.651,415,16.7,3.952,10.761,12.474,2.952,510,4.857,3.38
0,7.658893027,4.537854479,20.03,7.08,0,0,312,3.77,47.74,-0.08,85.27,0,3.62,1.02,-2.31,0.23,-0.21,60.1,62.5,20.39,0,-14.81,80.94,77.69,-0.53,7.63,39.15,22.65,0,11.28,-0.05,0.17,3.94,2.83,31.52,13.36,1.89,-3.45,6.3,0.89,-21.01,-1.47,2.4
0,8.800415333,6.040254711,32.302,9.13,12.491,3.63,61.828,1.416,95.783,2.335,89.091,81.946,1.205,2.84,36.904,7.46,6.683,403.272,12.915,100.661,30.98,30.271,158.016,52.177,11.642,18.111,33.721,11.782,0.687,6.957,0.065,0.003,9.861,3.537,43.35,17.851,3.606,6.031,12.901,2.606,9.207,0.765,5.712
0,7.162397497,5.153291594,76.861,22.403,46.924,100,48.184,2.17,69.996,2.093,88.992,89.612,2.093,1.964,15.606,6.013,6.013,145.378,100,115.217,197.802,12.026,119.565,61.469,6.013,38.53,35.634,12.403,1.031,13.87,0.034,0.081,143.333,3.43,57.5,33.333,3.285,3.178,23.188,2.285,-5,-0.285,5.107
0,8.599252326,5.811739616,22.74,5.16,-0.87,126.76,13.26,1.34,90.55,0.56,95.66,88.87,0.21,1.56,9.55,2.73,2.45,194.09,91.62,44.65,15.91,9.42,113.48,69.87,21.73,25.55,54.7,13.18,0.23,45.5,0.02,0.06,12.49,4.41,-14.07,-10.34,-1.38,-0.12,-17.83,-2.38,-23.16,-2.5,-3.73
1,7.302496424,4.219507705,77.083,32.412,-12.085,-22.222,-17.543,4.649,70.238,0.606,85.04,101.691,3.436,1.144,13.235,1.773,1.595,46.575,100,29.838,23.448,-14.007,84.072,87.943,3.191,12.056,61.347,23.315,0.798,8.729,-0.036,0.133,5.013,2.378,40.462,28.225,2.028,2.246,14.314,1.028,13.583,0.681,-0.014
1,9.226705726,7.133295955,60.502,28.322,7.634,67.177,49.07,3.423,89.586,2.341,88.519,92.191,3.098,1.908,18.994,5.881,4.178,96.558,88.846,29.304,22.305,-0.965,98.675,72.91,14.975,21.997,45.646,25.577,0.501,7.929,0.004,0.135,4.483,2.136,9.73,5.694,0.727,-0.089,-2.138,-0.272,-20.807,-1.554,0.948
1,9.066700922,7.471363088,35.074,29.727,60.675,55.484,20.3,6.257,35.186,0.831,75.548,102.088,4.363,1.193,4.097,1.421,0.897,116.618,21.793,61.746,78.519,6.148,112.334,49.85,11.312,21.913,29.072,26.91,1.786,4.235,0.07,0.116,7.221,1.179,72.887,27.136,3.134,3.02,18.479,2.134,12.183,0.523,-1.618
0,6.21484807,-6.334947863,-7,-26,-75.99,-82.16,-47,4.56,-223,-140,83.56,323,4.53,-5,0,-26,-27,-98,100,9.02,50.84,-88,18.57,126,-64,-45,43.17,46.05,1.34,1.99,-1.09,0.33,1.45,0.64,-11.51,-2.41,-1.16,3.53,-4.49,-2.16,-24.18,-2.69,0.68
0,7.60339934,4.691347882,17.122,9.675,41.997,24.031,108.719,2.044,22.6,1.446,85.935,87.17,2.044,1.902,26.605,2.415,1.892,94.21,61.538,70.805,70.996,-0.718,99.186,88.315,3.851,7.114,11.879,9.077,0.557,2.567,-0.01,0.012,13.875,1.769,157.692,20.168,7,12.121,17.287,6,94.505,4.195,1.268
0,7.481087987,4.594412529,40.89,14.56,137.74,68.77,42.9,2.46,72.69,0.64,75.9,94.58,1.88,1.26,12.19,3.79,1.8,186.69,45.05,69.56,100.35,12.76,120.66,61.76,-6.87,13.31,45.38,19.02,-1.67,7.65,0.06,0.08,9.62,2.81,0.43,0.23,0.03,-2.91,-6.55,-0.97,-19.49,-1.7,0.16
1,8.519789817,6.958448393,17.56,23.179,-22.423,-1.897,-17.713,8.278,48.995,0,83.562,126.836,6.363,1,0,0,0,58.282,48.957,39.808,64.366,-25.376,60.684,64.546,14.998,17.609,48.995,58.388,2.289,2.33,-0.277,0.013,6.857,0.757,7.721,4.591,0.544,0.614,-4.571,-0.542,-31.158,-2.197,-0.648
0,7.54009032,-6.263398263,12.196,10.945,-45.716,18.414,26.711,2.337,49.564,0.053,81.934,101.084,2.125,1.022,-0.19,0.052,0.052,-98,100,6.758,0.986,-34.48,72.841,126,-33.103,-27.807,48.463,48.618,-0.113,5.899,-0.177,0.555,1.518,1.114,97.704,37.049,20.318,-4.931,35.225,19.318,92.677,19.272,16.59
0,8.779306655,6.754149451,50.48,37.08,63.77,41.24,20.77,5.77,67.94,2.57,76.73,96.33,5.34,1.48,24.93,3.81,3.5,63.71,60.09,14.54,27.62,-20.02,69.17,64.94,6.08,16.42,44.63,35.86,0.27,3.99,-0.15,0.03,5.93,1.36,39.61,21.15,2.46,2.32,12.56,1.46,-31.85,-2.3,-0.01
0,7.360739903,3.970291914,24.465,14.176,24.151,1200,64.97,2.86,63.225,0.572,87.794,96.385,2.86,1.2,16.981,0.792,0.792,57.513,57.023,70.545,105.684,-20.176,72.242,72.687,0.264,4.669,52.687,38.016,0.256,5.157,-0.135,0.011,224.714,1.725,-8.528,-4.713,-1.133,-1.733,-8.872,-2.133,-24.08,-3.2,0.377
0,7.109168426,-4.741796784,20.55,86.56,-58.88,1664,17.74,33.01,-16.38,-39.5,89.41,160.05,32.55,-0.2,0,-9.35,-9.38,81.26,58.97,55.24,360.08,-8.43,86.7,63.43,-10.13,-2.06,85.82,391.03,19.8,3.64,-0.37,1.57,2.29,0.24,-9.71,-8.17,-1.15,-2.41,-15.27,-2.15,-17.47,-2.24,-0.13
1,9.889794225,7.001245622,15.13,6.077,-1.635,-15.705,-12.059,1.464,8.714,-1.277,91.225,104.044,1.307,0.128,-22.95,-3.398,-3.398,192.694,82.904,46.928,216.334,13.686,119.129,71.548,6.715,14.805,68.069,25.587,0.393,23.291,0.054,0.288,4.803,2.489,33.954,27.128,5.93,6.228,22.554,4.93,27.555,4.813,0.816
