P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
425131,75,이마트 성수점,266,"고등어(생물,국산)",1마리(중),1980,2013-03,2마리3960원,002,대형마트,200000,성동구
425132,82,롯데마트 강변점,305,"사과(부사, 300g)",1개,2450,2013-03,당도선별,002,대형마트,215000,광진구
425133,82,롯데마트 강변점,306,"배(신고, 600g)",1개,4000,2013-03,당도선별,002,대형마트,215000,광진구
425134,82,롯데마트 강변점,307,배추(2.5~3kg),1포기,2700,2013-03,햇배추,002,대형마트,215000,광진구
425135,82,롯데마트 강변점,308,무(1kg),1개,1300,2013-03,제주,002,대형마트,215000,광진구
425136,82,롯데마트 강변점,309,양파(1.5kg망),1망,6900,2013-03,무안,002,대형마트,215000,광진구
425137,82,롯데마트 강변점,310,상추(100g),1봉지,1600,2013-03,예냉,002,대형마트,215000,광진구
425138,82,롯데마트 강변점,311,오이(다다기),1개,840,2013-03,백다다기,002,대형마트,215000,광진구
425139,82,롯데마트 강변점,312,애호박,1개,1700,2013-03,초로미,002,대형마트,215000,광진구
425140,82,롯데마트 강변점,58,"쇠고기(한우,불고기)",600g(1등급),25200,2013-03,축림,002,대형마트,215000,광진구
425141,82,롯데마트 강변점,99,돼지고기(생삼겹살),600g,14700,2013-03,제주 쑥돈,002,대형마트,215000,광진구
425142,82,롯데마트 강변점,283,닭고기(육계),1마리(1kg),8500,2013-03,복음용,002,대형마트,215000,광진구
425143,82,롯데마트 강변점,134,달걀(왕란),10개,2900,2013-03,농협,002,대형마트,215000,광진구
425144,82,롯데마트 강변점,314,"냉동참조기(20cm,국산)",1마리(20cm),1180,2013-03,중,002,대형마트,215000,광진구
425145,82,롯데마트 강변점,265,"명태(생물,수입산)",1마리(45cm),0,2013-03,제고없음,002,대형마트,215000,광진구
425146,82,롯데마트 강변점,254,"오징어(생물,국산)",1마리(20cm),1200,2013-03,선동,002,대형마트,215000,광진구
425147,82,롯데마트 강변점,266,"고등어(생물,국산)",1마리(30cm)  ,4500,2013-03,대,002,대형마트,215000,광진구
425148,84,청량리종합시장,279,사과(중품),1개(250g),1500,2013-03,봉화,001,전통시장,230000,동대문구
425149,84,청량리종합시장,284,배(중품),1개(600g),2500,2013-03,성환,001,전통시장,230000,동대문구
425150,84,청량리종합시장,271,배추(중간),1포기,5000,2013-03,국내산,001,전통시장,230000,동대문구
425151,84,청량리종합시장,25,무,1개,1000,2013-03,국내산,001,전통시장,230000,동대문구
425152,84,청량리종합시장,309,양파(1.5kg망),1망,4000,2013-03,국내산,001,전통시장,230000,동대문구
425153,84,청량리종합시장,310,상추(100g),1봉지,500,2013-03,1근 2000원,001,전통시장,230000,동대문구
425154,84,청량리종합시장,311,오이(다다기),1개,800,2013-03,국내산 ,001,전통시장,230000,동대문구
425155,84,청량리종합시장,312,애호박,1개,1300,2013-03,국내산,001,전통시장,230000,동대문구
425156,84,청량리종합시장,58,"쇠고기(한우,불고기)",600g(1등급),22000,2013-03,국내산 1++,001,전통시장,230000,동대문구
425157,84,청량리종합시장,99,돼지고기(생삼겹살),600g,10000,2013-03,국내산,001,전통시장,230000,동대문구
425158,84,청량리종합시장,283,닭고기(육계),1마리(1kg),3500,2013-03,국내산,001,전통시장,230000,동대문구
425159,84,청량리종합시장,134,달걀(왕란),10개,1700,2013-03,국내산,001,전통시장,230000,동대문구
425160,84,청량리종합시장,260,"조기(냉동,수입산)",1마리(15cm),2500,2013-03,"부세(중), 중국산",001,전통시장,230000,동대문구
425161,84,청량리종합시장,264,"명태(냉동,수입산)",1마리(30cm),2000,2013-03,동태  러시아,001,전통시장,230000,동대문구
425162,84,청량리종합시장,256,"오징어(냉동,국산)",1마리(25m),2500,2013-03,"울릉도, 해동",001,전통시장,230000,동대문구
425163,84,청량리종합시장,266,"고등어(생물,국산)",1마리(20cm),1000,2013-03,소 ,001,전통시장,230000,동대문구
425164,6,이마트 용산점,305,"사과(부사, 300g)",1개,1580,2013-03,5~6개 7900 (무주시과,002,대형마트,170000,용산구
425165,6,이마트 용산점,306,"배(신고, 600g)",1개,3700,2013-03,4-7개 14800원,002,대형마트,170000,용산구
425166,6,이마트 용산점,307,배추(2.5~3kg),1포기,2980,2013-03,,002,대형마트,170000,용산구
425167,6,이마트 용산점,308,무(1kg),1개,1480,2013-03,,002,대형마트,170000,용산구
425168,6,이마트 용산점,309,양파(1.5kg망),"1,5kg",6580,2013-03,8개한망,002,대형마트,170000,용산구
425169,6,이마트 용산점,23,상추,1봉지(150g),1100,2013-03,예냉적상추,002,대형마트,170000,용산구
425170,6,이마트 용산점,311,오이(다다기),1개,580,2013-03,5개 2980,002,대형마트,170000,용산구
425171,6,이마트 용산점,312,애호박,1개,990,2013-03,2개 1980,002,대형마트,170000,용산구
425172,6,이마트 용산점,131,쇠고기(한우1등급),600g,22800,2013-03,100g 3800원,002,대형마트,170000,용산구
425173,6,이마트 용산점,99,돼지고기(생삼겹살),600g,8880,2013-03,100g 1480원,002,대형마트,170000,용산구
425174,6,이마트 용산점,283,닭고기(육계),800g,5980,2013-03,,002,대형마트,170000,용산구
425175,6,이마트 용산점,134,달걀(왕란),10개,2780,2013-03,1등란,002,대형마트,170000,용산구
425176,6,이마트 용산점,144,"조기(국산,냉동)",1마리(25cm),990,2013-03,5마리 4950원,002,대형마트,170000,용산구
425177,6,이마트 용산점,152,"명태(러시아,냉동)",1마리(45cm),2560,2013-03,,002,대형마트,170000,용산구
425178,6,이마트 용산점,254,"오징어(생물,국산)",1마리(15m),2280,2013-03,2마리 4560원,002,대형마트,170000,용산구
425179,6,이마트 용산점,266,"고등어(생물,국산)",1마리(30cm),2280,2013-03,2마리 4560,002,대형마트,170000,용산구
425180,205,둔촌역전통시장,279,사과(중품),1개,2000,2013-03,청송,001,전통시장,740000,강동구
425181,205,둔촌역전통시장,284,배(중품),1개,3000,2013-03,나주,001,전통시장,740000,강동구
425182,205,둔촌역전통시장,26,배추,1포기(1.3kg),4000,2013-03,한망 12000원 ,001,전통시장,740000,강동구
425183,205,둔촌역전통시장,25,무,1개(1.0kg),1500,2013-03,제주,001,전통시장,740000,강동구
425184,205,둔촌역전통시장,272,양파(작은망),1망(1.5kg),4000,2013-03,무안,001,전통시장,740000,강동구
425185,205,둔촌역전통시장,23,상추,1봉지(150g),1000,2013-03,,001,전통시장,740000,강동구
425186,205,둔촌역전통시장,22,오이,1개,666,2013-03,3개 2000원,001,전통시장,740000,강동구
425187,205,둔촌역전통시장,119,호박(인큐베이터),1개,1000,2013-03,청원,001,전통시장,740000,강동구
425188,205,둔촌역전통시장,82,"쇠고기(육우,불고기)",600g,14000,2013-03,충북음성,001,전통시장,740000,강동구
425189,205,둔촌역전통시장,52,돼지고기(삼겹살),600g,8000,2013-03,음성,001,전통시장,740000,강동구
425190,205,둔촌역전통시장,283,닭고기(육계),1마리(1kg),5000,2013-03,하림,001,전통시장,740000,강동구
425191,205,둔촌역전통시장,134,달걀(왕란),10개,2200,2013-03,홍화씨란,001,전통시장,740000,강동구
425192,205,둔촌역전통시장,259,"조기(냉동,국산)",1마리(16cm),1428,2013-03,7마리 10000원,001,전통시장,740000,강동구
425193,205,둔촌역전통시장,152,"명태(러시아,냉동)",1마리(40cm),2000,2013-03,,001,전통시장,740000,강동구
425194,205,둔촌역전통시장,254,"오징어(생물,국산)",1마리,2000,2013-03,,001,전통시장,740000,강동구
425195,205,둔촌역전통시장,268,"고등어(냉동,국산)",1마리(30cm),4000,2013-03,중,001,전통시장,740000,강동구
425196,105,행복한세상 목동점(하나로마트),305,"사과(부사, 300g)",1개,1680,2013-03,청원 ,002,대형마트,470000,양천구
425197,105,행복한세상 목동점(하나로마트),306,"배(신고, 600g)",1개,5000,2013-03,뜰안에 ,002,대형마트,470000,양천구
425198,105,행복한세상 목동점(하나로마트),307,배추(2.5~3kg),1포기,4800,2013-03,해남,002,대형마트,470000,양천구
425199,105,행복한세상 목동점(하나로마트),308,무(1kg),1개,1680,2013-03,제주 ,002,대형마트,470000,양천구
425200,105,행복한세상 목동점(하나로마트),309,양파(1.5kg망),1망,5980,2013-03,김천,002,대형마트,470000,양천구
425201,105,행복한세상 목동점(하나로마트),310,상추(100g),100g,655,2013-03,남원 ,002,대형마트,470000,양천구
425202,105,행복한세상 목동점(하나로마트),22,오이,1개,826,2013-03,3개 ,002,대형마트,470000,양천구
425203,105,행복한세상 목동점(하나로마트),312,애호박,1개,1580,2013-03,광양,002,대형마트,470000,양천구
425204,105,행복한세상 목동점(하나로마트),278,쇠고기,600g,11880,2013-03,한우(1),002,대형마트,470000,양천구
425205,105,행복한세상 목동점(하나로마트),202,돼지고기(생삼겹살),600g,7680,2013-03,국산(안심포크),002,대형마트,470000,양천구
425206,105,행복한세상 목동점(하나로마트),18,닭고기,1마리,4730,2013-03,목우촌(9호),002,대형마트,470000,양천구
425207,105,행복한세상 목동점(하나로마트),17,달걀,10개,2580,2013-03,생생란,002,대형마트,470000,양천구
425208,105,행복한세상 목동점(하나로마트),260,"조기(냉동,수입산)",1마리,6500,2013-03,,002,대형마트,470000,양천구
425209,105,행복한세상 목동점(하나로마트),152,"명태(러시아,냉동)",1마리,1290,2013-03,,002,대형마트,470000,양천구
425210,105,행복한세상 목동점(하나로마트),257,"오징어(냉동,수입산)",1마리(20cm),2950,2013-03,원양,002,대형마트,470000,양천구
425211,105,행복한세상 목동점(하나로마트),266,"고등어(생물,국산)",1마리(30cm),1950,2013-03,소,002,대형마트,470000,양천구
425212,121,마포농수산물시장,305,"사과(부사, 300g)",1개(300g),1000,2013-03,부사사과,001,전통시장,440000,마포구
425213,121,마포농수산물시장,306,"배(신고, 600g)",1개(600g),2500,2013-03,국내(신고배),001,전통시장,440000,마포구
425214,121,마포농수산물시장,307,배추(2.5~3kg),1포기,4330,2013-03,해남(통배추) 1망 13000원,001,전통시장,440000,마포구
425215,121,마포농수산물시장,308,무(1kg),1포기,1000,2013-03,제주(무),001,전통시장,440000,마포구
425216,121,마포농수산물시장,309,양파(1.5kg망),1망,6000,2013-03,무안(햇양파),001,전통시장,440000,마포구
425217,121,마포농수산물시장,310,상추(100g),100g,1000,2013-03,남양주,001,전통시장,440000,마포구
425218,121,마포농수산물시장,311,오이(다다기),1개,700,2013-03,상주,001,전통시장,440000,마포구
425219,121,마포농수산물시장,312,애호박,1개,1500,2013-03,진주(논개),001,전통시장,440000,마포구
425220,121,마포농수산물시장,58,"쇠고기(한우,불고기)",600g(2등급),18900,2013-03,국내산,001,전통시장,440000,마포구
425221,121,마포농수산물시장,99,돼지고기(생삼겹살),600g,9900,2013-03,국내산(토종암돼지),001,전통시장,440000,마포구
425222,121,마포농수산물시장,283,닭고기(육계),1마리(1.2kg),6000,2013-03,국내(하림),001,전통시장,440000,마포구
425223,121,마포농수산물시장,181,달걀(왕란),10개,1470,2013-03,국내,001,전통시장,440000,마포구
425224,121,마포농수산물시장,260,"조기(냉동,수입산)",1마리(대),3300,2013-03,"중국, 부서",001,전통시장,440000,마포구
425225,121,마포농수산물시장,265,"명태(생물,수입산)",1마리(중),5000,2013-03,일본 ,001,전통시장,440000,마포구
425226,121,마포농수산물시장,256,"오징어(냉동,국산)",1마리(중),2500,2013-03,속초,001,전통시장,440000,마포구
425227,121,마포농수산물시장,266,"고등어(생물,국산)",1마리(소),1250,2013-03,부산,001,전통시장,440000,마포구
425228,123,홈플러스 월드컵점,305,"사과(부사, 300g)",1개(300g),1470,2013-03,국산 (아삭사과),002,대형마트,440000,마포구
425229,123,홈플러스 월드컵점,306,"배(신고, 600g)",1개(600g),2740,2013-03,국내(홈플러스배),002,대형마트,440000,마포구
425230,123,홈플러스 월드컵점,307,배추(2.5~3kg),1포기,2000,2013-03,국내(좋은배추),002,대형마트,440000,마포구
425231,123,홈플러스 월드컵점,308,무(1kg),1포기,1000,2013-03,국내(재주무)세일,002,대형마트,440000,마포구
425232,123,홈플러스 월드컵점,309,양파(1.5kg망),1망(1.5kg),4360,2013-03,국내(홈플러스양파),002,대형마트,440000,마포구
425233,123,홈플러스 월드컵점,310,상추(100g),1봉지(적상추),980,2013-03,남양주적상추세일,002,대형마트,440000,마포구
425234,123,홈플러스 월드컵점,311,오이(다다기),1개,750,2013-03,상주(산마루유통),002,대형마트,440000,마포구
425235,123,홈플러스 월드컵점,312,애호박,1개,1500,2013-03,진주(초로미),002,대형마트,440000,마포구
425236,123,홈플러스 월드컵점,58,"쇠고기(한우,불고기)",600g(2*),22680,2013-03,국내(안심한우),002,대형마트,440000,마포구
425237,123,홈플러스 월드컵점,52,돼지고기(삼겹살),600g,4740,2013-03,국내(선진포크)세일,002,대형마트,440000,마포구
425238,123,홈플러스 월드컵점,283,닭고기(육계),1마리(700g),6980,2013-03,국내 홈플러스 8호닭  ,002,대형마트,440000,마포구
425239,123,홈플러스 월드컵점,134,달걀(왕란),10개,2300,2013-03,국내(신선란),002,대형마트,440000,마포구
425240,123,홈플러스 월드컵점,136,"조기(국산,생물)",1마리(소),1000,2013-03,해동,002,대형마트,440000,마포구
425241,123,홈플러스 월드컵점,152,"명태(러시아,냉동)",1마리(중),1000,2013-03,세일,002,대형마트,440000,마포구
425242,123,홈플러스 월드컵점,254,"오징어(생물,국산)",1마리(대),2000,2013-03,해동,002,대형마트,440000,마포구
425243,123,홈플러스 월드컵점,266,"고등어(생물,국산)",1마리(소),1000,2013-03,,002,대형마트,440000,마포구
425244,85,경동시장,279,사과(중품),1개,1500,2013-03,청송,001,전통시장,230000,동대문구
425245,85,경동시장,306,"배(신고, 600g)",1개,2500,2013-03,여주,001,전통시장,230000,동대문구
425246,85,경동시장,307,배추(2.5~3kg),1포기,6000,2013-03,해남,001,전통시장,230000,동대문구
425247,85,경동시장,308,무(1kg),1포기,1500,2013-03,제주,001,전통시장,230000,동대문구
425248,85,경동시장,24,양파,1망(1.7kg),5500,2013-03,무안,001,전통시장,230000,동대문구
425249,85,경동시장,310,상추(100g),100g,500,2013-03,1근 2000원,001,전통시장,230000,동대문구
425250,85,경동시장,311,오이(다다기),1개,700,2013-03,국산,001,전통시장,230000,동대문구
425251,85,경동시장,312,애호박,1개,1500,2013-03,국산  ,001,전통시장,230000,동대문구
425252,85,경동시장,58,"쇠고기(한우,불고기)",600g(1등급),15000,2013-03,국내산,001,전통시장,230000,동대문구
425253,85,경동시장,202,돼지고기(생삼겹살),600g,8000,2013-03,국내산,001,전통시장,230000,동대문구
425254,85,경동시장,283,닭고기(육계),1마리,3500,2013-03,국내산,001,전통시장,230000,동대문구
425255,85,경동시장,134,달걀(왕란),10개,1700,2013-03,국내산,001,전통시장,230000,동대문구
425256,85,경동시장,260,"조기(냉동,수입산)",1마리(20cm),5000,2013-03,"중국산, 부세(대) ",001,전통시장,230000,동대문구
425257,85,경동시장,152,"명태(러시아,냉동)",1마리(35cm),5000,2013-03,특대,001,전통시장,230000,동대문구
425258,85,경동시장,256,"오징어(냉동,국산)",1마리(25cm),2500,2013-03,울릉도 해동,001,전통시장,230000,동대문구
425259,85,경동시장,266,"고등어(생물,국산)",1마리(20cm),5000,2013-03,대  ,001,전통시장,230000,동대문구
425260,63,농협 하나로마트 용산점,305,"사과(부사, 300g)",1개,1900,2013-03,,002,대형마트,170000,용산구
425261,63,농협 하나로마트 용산점,306,"배(신고, 600g)",1개,1750,2013-03,4개 7000,002,대형마트,170000,용산구
425262,63,농협 하나로마트 용산점,307,배추(2.5~3kg),1포기,3667,2013-03,3포기11000,002,대형마트,170000,용산구
425263,63,농협 하나로마트 용산점,308,무(1kg),1개,900,2013-03,제주 세척무,002,대형마트,170000,용산구
425264,63,농협 하나로마트 용산점,309,양파(1.5kg망),1망1.5Kg,6180,2013-03,,002,대형마트,170000,용산구
425265,63,농협 하나로마트 용산점,23,상추,100g),1280,2013-03,,002,대형마트,170000,용산구
425266,63,농협 하나로마트 용산점,311,오이(다다기),1개,640,2013-03,5개 3200,002,대형마트,170000,용산구
425267,63,농협 하나로마트 용산점,312,애호박,1개,1380,2013-03,,002,대형마트,170000,용산구
425268,63,농협 하나로마트 용산점,58,"쇠고기(한우,불고기)",600g(1등급),21600,2013-03,100g 3600,002,대형마트,170000,용산구
425269,63,농협 하나로마트 용산점,52,돼지고기(삼겹살),600g,5940,2013-03,100g 990,002,대형마트,170000,용산구
425270,63,농협 하나로마트 용산점,283,닭고기(육계),951g,5200,2013-03,100g 821,002,대형마트,170000,용산구
425271,63,농협 하나로마트 용산점,134,달걀(왕란),10개,2600,2013-03,농협안심란,002,대형마트,170000,용산구
425272,63,농협 하나로마트 용산점,260,"조기(냉동,수입산)",1마리(25cm),4700,2013-03,중국산 부서,002,대형마트,170000,용산구
425273,63,농협 하나로마트 용산점,265,"명태(생물,수입산)",1마리(45cm),3700,2013-03,,002,대형마트,170000,용산구
425274,63,농협 하나로마트 용산점,254,"오징어(생물,국산)",1마리(15m),1900,2013-03,2마리 3800,002,대형마트,170000,용산구
425275,63,농협 하나로마트 용산점,266,"고등어(생물,국산)",1마리(25cm),3280,2013-03,,002,대형마트,170000,용산구
425276,135,롯데백화점 관악점,305,"사과(부사, 300g)",1개,1428,2013-03,부사7개 10000,002,대형마트,620000,관악구
425277,135,롯데백화점 관악점,306,"배(신고, 600g)",1개,5266,2013-03,"신고배3개 15,800원",002,대형마트,620000,관악구
425278,135,롯데백화점 관악점,307,배추(2.5~3kg),1포기,6980,2013-03,국산 햇배추,002,대형마트,620000,관악구
425279,135,롯데백화점 관악점,308,무(1kg),1개,1980,2013-03,제주무,002,대형마트,620000,관악구
425280,135,롯데백화점 관악점,309,양파(1.5kg망),1망,4980,2013-03,국산프레가 양파5입,002,대형마트,620000,관악구
425281,135,롯데백화점 관악점,310,상추(100g),100g,1800,2013-03,경기양평,002,대형마트,620000,관악구
425282,135,롯데백화점 관악점,311,오이(다다기),1개,796,2013-03,"국산 5개 3,980원",002,대형마트,620000,관악구
425283,135,롯데백화점 관악점,312,애호박,1개,1490,2013-03,"논개2개2,980원(세일가)",002,대형마트,620000,관악구
425284,135,롯데백화점 관악점,58,"쇠고기(한우,불고기)",600g(1등급),19200,2013-03,"청풍명월 3,200원 세일가",002,대형마트,620000,관악구
425285,135,롯데백화점 관악점,99,돼지고기(생삼겹살),600g,15540,2013-03,제주돼지 100g 2590,002,대형마트,620000,관악구
425286,135,롯데백화점 관악점,283,닭고기(육계),1마리(1kg),10400,2013-03,,002,대형마트,620000,관악구
425287,135,롯데백화점 관악점,17,달걀,10개,2980,2013-03,신선특란 10구,002,대형마트,620000,관악구
425288,135,롯데백화점 관악점,258,"조기(생물,국산)",1마리,8000,2013-03,백조기 ,002,대형마트,620000,관악구
425289,135,롯데백화점 관악점,152,"명태(러시아,냉동)",1마리,2500,2013-03,"2마리5,000원",002,대형마트,620000,관악구
425290,135,롯데백화점 관악점,256,"오징어(냉동,국산)",1마리,2500,2013-03,2라리5000,002,대형마트,620000,관악구
425291,135,롯데백화점 관악점,266,"고등어(생물,국산)",1마리,8000,2013-03,,002,대형마트,620000,관악구
425292,222,홈플러스 독산점,305,"사과(부사, 300g)",1개,1416,2013-03,,002,대형마트,545000,금천구
425293,222,홈플러스 독산점,306,"배(신고, 600g)",1개,2570,2013-03,국산,002,대형마트,545000,금천구
425294,222,홈플러스 독산점,307,배추(2.5~3kg),1포기,2000,2013-03,국산,002,대형마트,545000,금천구
425295,222,홈플러스 독산점,308,무(1kg),1개,1680,2013-03,햇무,002,대형마트,545000,금천구
425296,222,홈플러스 독산점,309,양파(1.5kg망),1망,4360,2013-03,국산햇,002,대형마트,545000,금천구
425297,222,홈플러스 독산점,310,상추(100g),100g,1000,2013-03,,002,대형마트,545000,금천구
425298,222,홈플러스 독산점,311,오이(다다기),1개,750,2013-03,국산,002,대형마트,545000,금천구
425299,222,홈플러스 독산점,119,호박(인큐베이터),1개,1500,2013-03,진주,002,대형마트,545000,금천구
425300,222,홈플러스 독산점,58,"쇠고기(한우,불고기)",1등급(600g),33910,2013-03,국내산,002,대형마트,545000,금천구
425301,222,홈플러스 독산점,99,돼지고기(생삼겹살),600g,13990,2013-03,,002,대형마트,545000,금천구
425302,222,홈플러스 독산점,283,닭고기(육계),1마리(1kg),8980,2013-03,하림,002,대형마트,545000,금천구
425303,222,홈플러스 독산점,134,달걀(왕란),10개,2733,2013-03,,002,대형마트,545000,금천구
425304,222,홈플러스 독산점,258,"조기(생물,국산)",1마리(20cm),5200,2013-03,,002,대형마트,545000,금천구
425305,222,홈플러스 독산점,152,"명태(러시아,냉동)",1마리(25cm),1750,2013-03,,002,대형마트,545000,금천구
425306,222,홈플러스 독산점,256,"오징어(냉동,국산)",1마리,2000,2013-03,,002,대형마트,545000,금천구
425307,222,홈플러스 독산점,266,"고등어(생물,국산)",1마리,2250,2013-03,,002,대형마트,545000,금천구
425308,151,암사종합시장,305,"사과(부사, 300g)",1개,2000,2013-03,청송,001,전통시장,740000,강동구
425309,151,암사종합시장,306,"배(신고, 600g)",1개,3500,2013-03,나주,001,전통시장,740000,강동구
425310,151,암사종합시장,307,배추(2.5~3kg),1포기,5000,2013-03,한망(3개)15000원,001,전통시장,740000,강동구
425311,151,암사종합시장,308,무(1kg),1개,1000,2013-03,제주,001,전통시장,740000,강동구
425312,151,암사종합시장,309,양파(1.5kg망),1망,3700,2013-03,무안,001,전통시장,740000,강동구
425313,151,암사종합시장,23,상추,100g,475,2013-03,,001,전통시장,740000,강동구
425314,151,암사종합시장,311,오이(다다기),1개,700,2013-03,,001,전통시장,740000,강동구
425315,151,암사종합시장,312,애호박,1개,1300,2013-03,논개,001,전통시장,740000,강동구
425316,151,암사종합시장,82,"쇠고기(육우,불고기)",600g,12800,2013-03,장흥,001,전통시장,740000,강동구
425317,151,암사종합시장,99,돼지고기(생삼겹살),600g,7800,2013-03,경기도,001,전통시장,740000,강동구
425318,151,암사종합시장,283,닭고기(육계),1마리(1kg),5000,2013-03,하림올품,001,전통시장,740000,강동구
425319,151,암사종합시장,171,달걀(특란),10개,2500,2013-03,위생란,001,전통시장,740000,강동구
425320,151,암사종합시장,258,"조기(생물,국산)",1마리,1333,2013-03,7마리 10000원,001,전통시장,740000,강동구
425321,151,암사종합시장,152,"명태(러시아,냉동)",1마리,2000,2013-03,,001,전통시장,740000,강동구
425322,151,암사종합시장,254,"오징어(생물,국산)",1마리,2000,2013-03,,001,전통시장,740000,강동구
425323,151,암사종합시장,266,"고등어(생물,국산)",1마리,3000,2013-03,중,001,전통시장,740000,강동구
425324,220,굿모닝마트 유진점,28,사과,1개(300g),1500,2013-03,"밀양. 4개 5,990원. 세일가",002,대형마트,410000,서대문구
425325,220,굿모닝마트 유진점,27,배,1개(600g),3000,2013-03,"세종시.3개 8,990원 세일가",002,대형마트,410000,서대문구
425326,220,굿모닝마트 유진점,26,배추,1포기(1.7kg),3200,2013-03,해남.  ,002,대형마트,410000,서대문구
425327,220,굿모닝마트 유진점,25,무,1개(2kg),990,2013-03,제주 ,002,대형마트,410000,서대문구
425328,220,굿모닝마트 유진점,24,양파,1망(1.5kg),3990,2013-03,무안 해풍 양파 ,002,대형마트,410000,서대문구
425329,220,굿모닝마트 유진점,310,상추(100g),1봉지,700,2013-03,경기 이천,002,대형마트,410000,서대문구
425330,220,굿모닝마트 유진점,311,오이(다다기),1개,600,2013-03,경북 구미,002,대형마트,410000,서대문구
425331,220,굿모닝마트 유진점,277,호박,1개 ,1690,2013-03,논개 애호박,002,대형마트,410000,서대문구
425332,220,굿모닝마트 유진점,58,"쇠고기(한우,불고기)",600g,14880,2013-03,"100g 2,480원 농협 음성.세일가",002,대형마트,410000,서대문구
425333,220,굿모닝마트 유진점,52,돼지고기(삼겹살),600g,8940,2013-03,"100g 1,490원. 박달재lpc.세일가",002,대형마트,410000,서대문구
425334,220,굿모닝마트 유진점,18,닭고기,1마리(950g),12900,2013-03,하림 토종닭,002,대형마트,410000,서대문구
425335,220,굿모닝마트 유진점,134,달걀(왕란),10개,2590,2013-03,초란 이레축산 ,002,대형마트,410000,서대문구
425336,220,굿모닝마트 유진점,260,"조기(냉동,수입산)",1마리(20cm),4980,2013-03,부세 중국산,002,대형마트,410000,서대문구
425337,220,굿모닝마트 유진점,152,"명태(러시아,냉동)",1마리,0,2013-03,없음,002,대형마트,410000,서대문구
425338,220,굿모닝마트 유진점,256,"오징어(냉동,국산)",1마리,2750,2013-03,속초,002,대형마트,410000,서대문구
425339,220,굿모닝마트 유진점,266,"고등어(생물,국산)",1마리,1450,2013-03,부산,002,대형마트,410000,서대문구
425340,221,숭인시장,28,사과,1개(300g),3000,2013-03,부사,001,전통시장,305000,강북구
425341,221,숭인시장,27,배,1개(600g),3000,2013-03,신고,001,전통시장,305000,강북구
425342,221,숭인시장,307,배추(2.5~3kg),1포기(3kg),4666,2013-03,"해남, 1망 14000원 ",001,전통시장,305000,강북구
425343,221,숭인시장,25,무,1개(1.5kg),1000,2013-03,제주,001,전통시장,305000,강북구
425344,221,숭인시장,24,양파,1망(1.5kg),3000,2013-03,무안,001,전통시장,305000,강북구
425345,221,숭인시장,23,상추,100g,625,2013-03,1근 2500원,001,전통시장,305000,강북구
425346,221,숭인시장,22,오이,1개,500,2013-03,4개 2000원,001,전통시장,305000,강북구
425347,221,숭인시장,312,애호박,1개,1000,2013-03,인큐베이타,001,전통시장,305000,강북구
425348,221,숭인시장,58,"쇠고기(한우,불고기)",600g,16200,2013-03,1등급 100g 2700원,001,전통시장,305000,강북구
425349,221,숭인시장,299,삼겹살,600g,10400,2013-03,국내산 100g 1400원,001,전통시장,305000,강북구
425350,221,숭인시장,18,닭고기,1마리,6000,2013-03,,001,전통시장,305000,강북구
425351,221,숭인시장,134,달걀(왕란),10개,1666,2013-03,1판 5000원,001,전통시장,305000,강북구
425352,221,숭인시장,259,"조기(냉동,국산)",1마리(32cm),3000,2013-03,부세 조기,001,전통시장,305000,강북구
425353,221,숭인시장,302,명태,1마리,5000,2013-03,,001,전통시장,305000,강북구
425354,221,숭인시장,256,"오징어(냉동,국산)",1마리(34cm),2500,2013-03,동해,001,전통시장,305000,강북구
425355,221,숭인시장,266,"고등어(생물,국산)",1마리(30cm),2000,2013-03,부산,001,전통시장,305000,강북구
425356,140,하나로클럽 양재점,280,"사과(중품), 부사",1개,816,2013-03,6입 4900 봉지사과,002,대형마트,650000,서초구
425357,140,하나로클럽 양재점,306,"배(신고, 600g)",1개 ,3300,2013-03,3입 9900,002,대형마트,650000,서초구
425358,140,하나로클럽 양재점,307,배추(2.5~3kg),1포기,3000,2013-03,,002,대형마트,650000,서초구
425359,140,하나로클럽 양재점,308,무(1kg),1개 ,1350,2013-03,월동무,002,대형마트,650000,서초구
425360,140,하나로클럽 양재점,309,양파(1.5kg망),1망,5980,2013-03,천지양파,002,대형마트,650000,서초구
425361,140,하나로클럽 양재점,23,상추,200g,990,2013-03,서부농협,002,대형마트,650000,서초구
425362,140,하나로클럽 양재점,22,오이,1개,626,2013-03,3입 1880,002,대형마트,650000,서초구
425363,140,하나로클럽 양재점,312,애호박,1개 ,1180,2013-03,빛그린광양애호박,002,대형마트,650000,서초구
425364,140,하나로클럽 양재점,131,쇠고기(한우1등급),600g ( 1등급 ),14880,2013-03,100g 2480원 (설도),002,대형마트,650000,서초구
425365,140,하나로클럽 양재점,202,돼지고기(생삼겹살),600g,7140,2013-03,100g 1190원 어래산포크,002,대형마트,650000,서초구
425366,140,하나로클럽 양재점,283,닭고기(육계),1마리 (1151g),8490,2013-03,목우촌통닭 12호,002,대형마트,650000,서초구
425367,140,하나로클럽 양재점,17,달걀,10개 ,1743,2013-03,농협안심계란(특란),002,대형마트,650000,서초구
