P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
421105,11,남대문시장,170,"배(신고),중급(대)",1개  580g,2000,2013-03,안성배,001,전통시장,140000,중구
421106,11,남대문시장,307,배추(2.5~3kg),1포기`,6000,2013-03,해남,001,전통시장,140000,중구
421107,11,남대문시장,282,무(세척무),1개  1.4kg,1000,2013-03,제주,001,전통시장,140000,중구
421108,11,남대문시장,309,양파(1.5kg망),1망,4500,2013-03,전남 무안,001,전통시장,140000,중구
421109,11,남대문시장,310,상추(100g),1봉지,500,2013-03,이천용곡농장,001,전통시장,140000,중구
421110,11,남대문시장,311,오이(다다기),1개,700,2013-03,미금농협,001,전통시장,140000,중구
421111,11,남대문시장,118,"호박(인큐베이터),중간",1ㅐ,1500,2013-03,논개애호박 진주 남강,001,전통시장,140000,중구
421112,11,남대문시장,98,쇠고기(한우2등급),1근,18000,2013-03,한우 앞다리 농협음성공판장,001,전통시장,140000,중구
421113,11,남대문시장,99,돼지고기(생삼겹살),1근,9000,2013-03,축협음성공판장,001,전통시장,140000,중구
421114,11,남대문시장,283,닭고기(육계),1마리  1kg,4500,2013-03,동두천,001,전통시장,140000,중구
421115,11,남대문시장,134,달걀(왕란),10개,1650,2013-03,김포 영주,001,전통시장,140000,중구
421116,11,남대문시장,144,"조기(국산,냉동)",1마리  ,670,2013-03,참조기 목포,001,전통시장,140000,중구
421117,11,남대문시장,264,"명태(냉동,수입산)",1마리,2500,2013-03,원양산,001,전통시장,140000,중구
421118,11,남대문시장,256,"오징어(냉동,국산)",1마리,2500,2013-03,강원도,001,전통시장,140000,중구
421119,11,남대문시장,266,"고등어(생물,국산)",1마리,5000,2013-03,부산,001,전통시장,140000,중구
423182,154,홈플러스 강동점,305,"사과(부사, 300g)",1개,2300,2013-03,예산,002,대형마트,740000,강동구
423183,154,홈플러스 강동점,306,"배(신고, 600g)",1개,3933,2013-03,3개11800,002,대형마트,740000,강동구
423184,154,홈플러스 강동점,307,배추(2.5~3kg),1포기,2000,2013-03,,002,대형마트,740000,강동구
423185,154,홈플러스 강동점,308,무(1kg),1개,1000,2013-03,제주,002,대형마트,740000,강동구
423186,154,홈플러스 강동점,24,양파,1망1.5kg),4360,2013-03,무안,002,대형마트,740000,강동구
423187,154,홈플러스 강동점,310,상추(100g),1봉지100g),980,2013-03,예냉,002,대형마트,740000,강동구
423188,154,홈플러스 강동점,311,오이(다다기),1개,750,2013-03,,002,대형마트,740000,강동구
423189,154,홈플러스 강동점,312,애호박,1개,1500,2013-03,빛그린,002,대형마트,740000,강동구
423190,154,홈플러스 강동점,58,"쇠고기(한우,불고기)",600g 1등급,16800,2013-03,100g 2800원 도드람,002,대형마트,740000,강동구
423191,154,홈플러스 강동점,99,돼지고기(생삼겹살),600g,4740,2013-03,100g 790원 팜스토리,002,대형마트,740000,강동구
423192,154,홈플러스 강동점,283,닭고기(육계),1마리850g),6580,2013-03,,002,대형마트,740000,강동구
423193,154,홈플러스 강동점,181,달걀(왕란),10개,2300,2013-03,신선란,002,대형마트,740000,강동구
423194,154,홈플러스 강동점,144,"조기(국산,냉동)",1마리,1000,2013-03,,002,대형마트,740000,강동구
423195,154,홈플러스 강동점,152,"명태(러시아,냉동)",1마리,1200,2013-03,,002,대형마트,740000,강동구
423196,154,홈플러스 강동점,254,"오징어(생물,국산)",1마리,1500,2013-03,,002,대형마트,740000,강동구
423197,154,홈플러스 강동점,266,"고등어(생물,국산)",1마리,4980,2013-03,,002,대형마트,740000,강동구
423198,112,애경백화점,305,"사과(부사, 300g)",1개,2400,2013-03,국내산,002,대형마트,530000,구로구
423199,112,애경백화점,306,"배(신고, 600g)",1개,3300,2013-03,나주 ,002,대형마트,530000,구로구
423200,112,애경백화점,307,배추(2.5~3kg),1포기,2890,2013-03,국내산,002,대형마트,530000,구로구
423201,112,애경백화점,308,무(1kg),1개,1290,2013-03,국내산,002,대형마트,530000,구로구
423202,112,애경백화점,272,양파(작은망),1망,4990,2013-03,국내산,002,대형마트,530000,구로구
423203,112,애경백화점,310,상추(100g),100g,890,2013-03,국내산,002,대형마트,530000,구로구
423204,112,애경백화점,311,오이(다다기),1개,790,2013-03,국내산,002,대형마트,530000,구로구
423205,112,애경백화점,312,애호박,1개,1490,2013-03,국내산,002,대형마트,530000,구로구
423206,112,애경백화점,58,"쇠고기(한우,불고기)",600g,23400,2013-03,음성축산,002,대형마트,530000,구로구
423207,112,애경백화점,202,돼지고기(생삼겹살),600g,11400,2013-03,선진포그,002,대형마트,530000,구로구
423208,112,애경백화점,283,닭고기(육계),1마리,7500,2013-03,목우촌,002,대형마트,530000,구로구
423209,112,애경백화점,181,달걀(왕란),10개,2667,2013-03,계림농장,002,대형마트,530000,구로구
423210,112,애경백화점,136,"조기(국산,생물)",1마리,2640,2013-03,참조기,002,대형마트,530000,구로구
423211,112,애경백화점,152,"명태(러시아,냉동)",1마리,2900,2013-03,,002,대형마트,530000,구로구
423212,112,애경백화점,254,"오징어(생물,국산)",1마리,2500,2013-03,,002,대형마트,530000,구로구
423213,112,애경백화점,268,"고등어(냉동,국산)",1마리,4500,2013-03,부산,002,대형마트,530000,구로구
423246,110,이마트 신도림점,305,"사과(부사, 300g)",1개,1225,2013-03,당찬사과,002,대형마트,530000,구로구
423247,110,이마트 신도림점,306,"배(신고, 600g)",1개,3700,2013-03,알뜰배,002,대형마트,530000,구로구
423248,110,이마트 신도림점,307,배추(2.5~3kg),1포기,2980,2013-03,국내산,002,대형마트,530000,구로구
423249,110,이마트 신도림점,308,무(1kg),1개,1280,2013-03,제주,002,대형마트,530000,구로구
423250,110,이마트 신도림점,309,양파(1.5kg망),1망,4880,2013-03,국내산,002,대형마트,530000,구로구
423251,110,이마트 신도림점,310,상추(100g),100g,990,2013-03,예냉적상추,002,대형마트,530000,구로구
423252,110,이마트 신도림점,311,오이(다다기),1개,990,2013-03,국내산,002,대형마트,530000,구로구
423253,110,이마트 신도림점,312,애호박,1개,1480,2013-03,국내산,002,대형마트,530000,구로구
423254,110,이마트 신도림점,58,"쇠고기(한우,불고기)",600g,2800,2013-03,동협음성,002,대형마트,530000,구로구
423255,110,이마트 신도림점,202,돼지고기(생삼겹살),600g,6000,2013-03,서림글로벌,002,대형마트,530000,구로구
423256,110,이마트 신도림점,283,닭고기(육계),1마리,3750,2013-03,올품 800g,002,대형마트,530000,구로구
423257,110,이마트 신도림점,181,달걀(왕란),10개,2520,2013-03,난이생생,002,대형마트,530000,구로구
423258,110,이마트 신도림점,258,"조기(생물,국산)",1마리,1180,2013-03,참조기,002,대형마트,530000,구로구
423259,110,이마트 신도림점,152,"명태(러시아,냉동)",1마리,2480,2013-03,,002,대형마트,530000,구로구
423260,110,이마트 신도림점,254,"오징어(생물,국산)",1마리,1480,2013-03,,002,대형마트,530000,구로구
423261,110,이마트 신도림점,266,"고등어(생물,국산)",1마리,1490,2013-03,소,002,대형마트,530000,구로구
423406,210,상계중앙시장,305,"사과(부사, 300g)",1개(266g),1250,2013-03,의성 4개 5000원,001,전통시장,350000,노원구
423407,210,상계중앙시장,306,"배(신고, 600g)",1개(580g),2000,2013-03,나주 3개 5000원,001,전통시장,350000,노원구
423408,210,상계중앙시장,307,배추(2.5~3kg),1포기,3000,2013-03,해남,001,전통시장,350000,노원구
423409,210,상계중앙시장,308,무(1kg),1개,1000,2013-03,제주,001,전통시장,350000,노원구
423410,210,상계중앙시장,309,양파(1.5kg망),1망(1.6kg),6000,2013-03,,001,전통시장,350000,노원구
423411,210,상계중앙시장,23,상추, (100g),500,2013-03,,001,전통시장,350000,노원구
423412,210,상계중앙시장,311,오이(다다기),1개,700,2013-03,,001,전통시장,350000,노원구
423413,210,상계중앙시장,312,애호박,1개,1000,2013-03,맑은청,001,전통시장,350000,노원구
423414,210,상계중앙시장,58,"쇠고기(한우,불고기)",600g,16000,2013-03,으뜸선 한우,001,전통시장,350000,노원구
423415,210,상계중앙시장,99,돼지고기(생삼겹살),600g,7800,2013-03,선진포크,001,전통시장,350000,노원구
423416,210,상계중앙시장,283,닭고기(육계),1마리(1kg),5000,2013-03,생닭,001,전통시장,350000,노원구
423417,210,상계중앙시장,134,달걀(왕란),10개,2000,2013-03,일반,001,전통시장,350000,노원구
423418,210,상계중앙시장,144,"조기(국산,냉동)",1마리,1420,2013-03,참조기 7마리 10000원,001,전통시장,350000,노원구
423419,210,상계중앙시장,265,"명태(생물,수입산)",1마리,0,2013-03,,001,전통시장,350000,노원구
423420,210,상계중앙시장,256,"오징어(냉동,국산)",1마리(25cm),2500,2013-03,동해안,001,전통시장,350000,노원구
423421,210,상계중앙시장,268,"고등어(냉동,국산)",1마리(30cm),5000,2013-03,부산,001,전통시장,350000,노원구
423486,8,롯데마트 서울역점,305,"사과(부사, 300g)",1개,1200,2013-03,알굵은사과 충주,002,대형마트,140000,중구
423487,8,롯데마트 서울역점,284,배(중품),1개  585g,4000,2013-03,친환경배 경북 경주,002,대형마트,140000,중구
423488,8,롯데마트 서울역점,271,배추(중간),1포가 1.5kg,2700,2013-03,해남,002,대형마트,140000,중구
423489,8,롯데마트 서울역점,133,무(세척무),1개  2kg,1300,2013-03,제주,002,대형마트,140000,중구
423490,8,롯데마트 서울역점,309,양파(1.5kg망),1망,5900,2013-03,전남 무안,002,대형마트,140000,중구
423491,8,롯데마트 서울역점,310,상추(100g),1봉지,650,2013-03,예냉적상추 경기 용인,002,대형마트,140000,중구
423492,8,롯데마트 서울역점,311,오이(다다기),1개,890,2013-03,신선식품 경기 파주,002,대형마트,140000,중구
423493,8,롯데마트 서울역점,118,"호박(인큐베이터),중간",1개,1400,2013-03,빛그린광양애호박 ,002,대형마트,140000,중구
423494,8,롯데마트 서울역점,98,쇠고기(한우2등급),1근,20400,2013-03,한우설도 (주)협신식품,002,대형마트,140000,중구
423495,8,롯데마트 서울역점,99,돼지고기(생삼겹살),1근,12000,2013-03,올리브포크(주)우진산업,002,대형마트,140000,중구
423496,8,롯데마트 서울역점,283,닭고기(육계),1마리  1kg,5900,2013-03,하림참진볶음닭,002,대형마트,140000,중구
423497,8,롯데마트 서울역점,134,달걀(왕란),10개,2850,2013-03,프라임엘1등급 경북 영주,002,대형마트,140000,중구
423498,8,롯데마트 서울역점,144,"조기(국산,냉동)",1마리  ,1700,2013-03,서해안,002,대형마트,140000,중구
423499,8,롯데마트 서울역점,264,"명태(냉동,수입산)",1마리,1000,2013-03,러시아,002,대형마트,140000,중구
423500,8,롯데마트 서울역점,54,오징어(냉동),1마리,2000,2013-03,강원도,002,대형마트,140000,중구
423501,8,롯데마트 서울역점,316,"고등어(30cm,국산)",1마리,1700,2013-03,부산,002,대형마트,140000,중구
423550,100,홈플러스 중계점,305,"사과(부사, 300g)",1개,2300,2013-03,,002,대형마트,350000,노원구
423551,100,홈플러스 중계점,306,"배(신고, 600g)",1개,3980,2013-03,,002,대형마트,350000,노원구
423552,100,홈플러스 중계점,307,배추(2.5~3kg),1포기(1.5kg),2000,2013-03,,002,대형마트,350000,노원구
423553,100,홈플러스 중계점,308,무(1kg),1개,1000,2013-03,햇무,002,대형마트,350000,노원구
423554,100,홈플러스 중계점,309,양파(1.5kg망),1망(1.6kg),4360,2013-03,,002,대형마트,350000,노원구
423555,100,홈플러스 중계점,23,상추, (138g),980,2013-03,,002,대형마트,350000,노원구
423556,100,홈플러스 중계점,311,오이(다다기),1개,750,2013-03,,002,대형마트,350000,노원구
423557,100,홈플러스 중계점,312,애호박,1개,1500,2013-03,,002,대형마트,350000,노원구
423558,100,홈플러스 중계점,99,돼지고기(생삼겹살),600g,12600,2013-03,제주포크,002,대형마트,350000,노원구
423559,100,홈플러스 중계점,283,닭고기(육계),1마리(1kg),12000,2013-03,참진토종닭,002,대형마트,350000,노원구
423560,100,홈플러스 중계점,134,달걀(왕란),10개,2300,2013-03,"홈플러스, 신선특란",002,대형마트,350000,노원구
423561,100,홈플러스 중계점,303,조기,1마리,4980,2013-03,백조기,002,대형마트,350000,노원구
423562,100,홈플러스 중계점,265,"명태(생물,수입산)",1마리,0,2013-03,미입고,002,대형마트,350000,노원구
423563,100,홈플러스 중계점,256,"오징어(냉동,국산)",1마리(25cm),2000,2013-03,해동,002,대형마트,350000,노원구
423564,100,홈플러스 중계점,267,"고등어(생물,수입산)",1마리(20cm),4980,2013-03,노르웨이,002,대형마트,350000,노원구
423629,96,공릉동 도깨비시장,305,"사과(부사, 300g)",1개,1000,2013-03,가오리,001,전통시장,350000,노원구
423630,96,공릉동 도깨비시장,306,"배(신고, 600g)",1개,2500,2013-03,이천,001,전통시장,350000,노원구
423631,96,공릉동 도깨비시장,307,배추(2.5~3kg),1포기,3500,2013-03,해남,001,전통시장,350000,노원구
423632,96,공릉동 도깨비시장,308,무(1kg),1개,1000,2013-03,제주,001,전통시장,350000,노원구
423633,96,공릉동 도깨비시장,309,양파(1.5kg망),1망,5500,2013-03,무안,001,전통시장,350000,노원구
423634,96,공릉동 도깨비시장,310,상추(100g),1봉지,600,2013-03,충남 괴성,001,전통시장,350000,노원구
423635,96,공릉동 도깨비시장,311,오이(다다기),1개,700,2013-03,,001,전통시장,350000,노원구
423636,96,공릉동 도깨비시장,312,애호박,1개,1500,2013-03,"광양, 논개",001,전통시장,350000,노원구
423637,96,공릉동 도깨비시장,58,"쇠고기(한우,불고기)",600g,16000,2013-03,,001,전통시장,350000,노원구
423638,96,공릉동 도깨비시장,202,돼지고기(생삼겹살),600g,10200,2013-03,농협 안심포크,001,전통시장,350000,노원구
423639,96,공릉동 도깨비시장,283,닭고기(육계),1마리(1kg),5500,2013-03,"일반, 청정계",001,전통시장,350000,노원구
423640,96,공릉동 도깨비시장,134,달걀(왕란),10개,2500,2013-03,황금알,001,전통시장,350000,노원구
423641,96,공릉동 도깨비시장,152,"명태(러시아,냉동)",1마리(45cm),0,2013-03,,001,전통시장,350000,노원구
423642,96,공릉동 도깨비시장,256,"오징어(냉동,국산)",1마리(25cm),4000,2013-03,제주산,001,전통시장,350000,노원구
423643,96,공릉동 도깨비시장,268,"고등어(냉동,국산)",1마리(30cm),5000,2013-03,부산,001,전통시장,350000,노원구
423676,98,롯데백화점 노원점,305,"사과(부사, 300g)",1개(350g),2000,2013-03,,002,대형마트,350000,노원구
423677,98,롯데백화점 노원점,306,"배(신고, 600g)",1개(3500g),5000,2013-03,,002,대형마트,350000,노원구
423678,98,롯데백화점 노원점,307,배추(2.5~3kg),1포기,5980,2013-03,,002,대형마트,350000,노원구
423679,98,롯데백화점 노원점,308,무(1kg),1개,1980,2013-03,700g,002,대형마트,350000,노원구
423680,98,롯데백화점 노원점,309,양파(1.5kg망),1망(1kg),5000,2013-03,,002,대형마트,350000,노원구
423681,98,롯데백화점 노원점,23,상추,(130g),1500,2013-03,,002,대형마트,350000,노원구
423682,98,롯데백화점 노원점,311,오이(다다기),1개,1250,2013-03,백오이,002,대형마트,350000,노원구
423683,98,롯데백화점 노원점,312,애호박,1개,1800,2013-03,초로미,002,대형마트,350000,노원구
423684,98,롯데백화점 노원점,58,"쇠고기(한우,불고기)",600g,36000,2013-03,안심으뜸선한우우둔,002,대형마트,350000,노원구
423685,98,롯데백화점 노원점,99,돼지고기(생삼겹살),600g,17340,2013-03,,002,대형마트,350000,노원구
423686,98,롯데백화점 노원점,283,닭고기(육계),1마리(1kg),11000,2013-03,자연실록,002,대형마트,350000,노원구
423687,98,롯데백화점 노원점,134,달걀(왕란),10개,3000,2013-03,신선트란,002,대형마트,350000,노원구
423688,98,롯데백화점 노원점,136,"조기(국산,생물)",1마리(30cm),7500,2013-03,백조기,002,대형마트,350000,노원구
423689,98,롯데백화점 노원점,265,"명태(생물,수입산)",1마리,0,2013-03,미입고,002,대형마트,350000,노원구
423690,98,롯데백화점 노원점,256,"오징어(냉동,국산)",1마리(25cm),2750,2013-03,,002,대형마트,350000,노원구
423691,98,롯데백화점 노원점,266,"고등어(생물,국산)",1마리(20cm),1750,2013-03,,002,대형마트,350000,노원구
423756,215,청담삼익시장,50,사과(부사),1개(300g),1993,2013-03,"웰빙3개 \5,980",001,전통시장,680000,강남구
423757,215,청담삼익시장,276,배(신고),1개(600g),4300,2013-03,"신고(특) 3개 12,900",001,전통시장,680000,강남구
423758,215,청담삼익시장,26,배추,1포기,7500,2013-03,국내산,001,전통시장,680000,강남구
423759,215,청담삼익시장,308,무(1kg),1개,1200,2013-03,국내산,001,전통시장,680000,강남구
423760,215,청담삼익시장,272,양파(작은망),1.5kg,5480,2013-03,국내산,001,전통시장,680000,강남구
423761,215,청담삼익시장,23,상추,100g,1080,2013-03,유기농쌈류,001,전통시장,680000,강남구
423762,215,청담삼익시장,311,오이(다다기),1개,827,2013-03,"백오이 3개 2,480",001,전통시장,680000,강남구
423763,215,청담삼익시장,312,애호박,1개,1680,2013-03,웰빙,001,전통시장,680000,강남구
423764,215,청담삼익시장,58,"쇠고기(한우,불고기)",600g,20280,2013-03,국내산,001,전통시장,680000,강남구
423765,215,청담삼익시장,99,돼지고기(생삼겹살),600g ,13080,2013-03,하이포크,001,전통시장,680000,강남구
423766,215,청담삼익시장,18,닭고기,"1마리(1,050g)",6980,2013-03,하림자연실록,001,전통시장,680000,강남구
423767,215,청담삼익시장,134,달걀(왕란),10개,2980,2013-03,으뜸란,001,전통시장,680000,강남구
423768,215,청담삼익시장,135,"조기(중국산,생물)",1마리20cm,3600,2013-03,"5미 18,000원",001,전통시장,680000,강남구
423769,215,청담삼익시장,184,"명태(일본산,냉동)",1마리,3500,2013-03,"2미 7,000원",001,전통시장,680000,강남구
423770,215,청담삼익시장,254,"오징어(생물,국산)",1마리,2975,2013-03,"2미, 5,950원",001,전통시장,680000,강남구
423771,215,청담삼익시장,266,"고등어(생물,국산)",1마리,5000,2013-03,,001,전통시장,680000,강남구
423900,45,롯데백화점 강남점,305,"사과(부사, 300g)",1개,6400,2013-03,푸름,002,대형마트,680000,강남구
423901,45,롯데백화점 강남점,276,배(신고),1개,7400,2013-03,"푸름 3개 \22,200",002,대형마트,680000,강남구
423902,45,롯데백화점 강남점,26,배추,1포기,0,2013-03,입고안됨,002,대형마트,680000,강남구
423903,45,롯데백화점 강남점,25,무,0.5개,1980,2013-03,국내산,002,대형마트,680000,강남구
423904,45,롯데백화점 강남점,24,양파,1망(8入),5980,2013-03,국내산,002,대형마트,680000,강남구
423905,45,롯데백화점 강남점,23,상추,120g,1980,2013-03,친환경청상추,002,대형마트,680000,강남구
423906,45,롯데백화점 강남점,22,오이,1개,1490,2013-03,"2개 \2,980",002,대형마트,680000,강남구
423907,45,롯데백화점 강남점,312,애호박,1개,2380,2013-03,광양,002,대형마트,680000,강남구
423908,45,롯데백화점 강남점,58,"쇠고기(한우,불고기)",600g,11880,2013-03,삼도명가,002,대형마트,680000,강남구
423909,45,롯데백화점 강남점,99,돼지고기(생삼겹살),600g,16680,2013-03,제주,002,대형마트,680000,강남구
423910,45,롯데백화점 강남점,283,닭고기(육계),1.1kg,15800,2013-03,하림참진토종닭,002,대형마트,680000,강남구
423911,45,롯데백화점 강남점,181,달걀(왕란),10개,3440,2013-03,영양목초란,002,대형마트,680000,강남구
423912,45,롯데백화점 강남점,259,"조기(냉동,국산)",1마리(20cm),6800,2013-03,백조기,002,대형마트,680000,강남구
423913,45,롯데백화점 강남점,288,동태,1마리,8000,2013-03,러시아,002,대형마트,680000,강남구
423914,45,롯데백화점 강남점,254,"오징어(생물,국산)",1마리,3250,2013-03,"2미 \6,500",002,대형마트,680000,강남구
423915,45,롯데백화점 강남점,266,"고등어(생물,국산)",1마리,3400,2013-03,"2미 \6,800",002,대형마트,680000,강남구
423948,44,이마트 역삼점,305,"사과(부사, 300g)",1개,1725,2013-03,"한알한알고르사과 4개 \6,900",002,대형마트,680000,강남구
423949,44,이마트 역삼점,306,"배(신고, 600g)",1개,4600,2013-03,"당찬배 3개 \13,800원",002,대형마트,680000,강남구
423950,44,이마트 역삼점,307,배추(2.5~3kg),1포기,1980,2013-03,국내산,002,대형마트,680000,강남구
423951,44,이마트 역삼점,308,무(1kg),1포기,1480,2013-03,제주,002,대형마트,680000,강남구
423952,44,이마트 역삼점,272,양파(작은망),1망(1.8kg),5380,2013-03,국내산,002,대형마트,680000,강남구
423953,44,이마트 역삼점,310,상추(100g),100g,990,2013-03,GAP논산양촌상추,002,대형마트,680000,강남구
423954,44,이마트 역삼점,311,오이(다다기),1개,696,2013-03,"5개 3,480원",002,대형마트,680000,강남구
423955,44,이마트 역삼점,119,호박(인큐베이터),1개,1980,2013-03,웰빙,002,대형마트,680000,강남구
423956,44,이마트 역삼점,58,"쇠고기(한우,불고기)",600g(1등급),16800,2013-03,횡성,002,대형마트,680000,강남구
423957,44,이마트 역삼점,99,돼지고기(생삼겹살),600g,6000,2013-03,국내산,002,대형마트,680000,강남구
423958,44,이마트 역삼점,283,닭고기(육계),1마리(830g),6980,2013-03,올품토종닭백숙,002,대형마트,680000,강남구
423959,44,이마트 역삼점,17,달걀,15구,2650,2013-03,푸르름룸을담은계란,002,대형마트,680000,강남구
423960,44,이마트 역삼점,303,조기,1마리(30cm),1980,2013-03,"국내산 5미 9,900원",002,대형마트,680000,강남구
423961,44,이마트 역삼점,288,동태,1마리,1480,2013-03,"(小)러시아 2미 \2,960",002,대형마트,680000,강남구
423962,44,이마트 역삼점,254,"오징어(생물,국산)",1마리,1480,2013-03,"(小)2미 2,960원",002,대형마트,680000,강남구
423963,44,이마트 역삼점,266,"고등어(생물,국산)",1마리,6980,2013-03,,002,대형마트,680000,강남구
423996,216,도곡시장,28,사과,1개,2480,2013-03,왕사과,001,전통시장,680000,강남구
423997,216,도곡시장,276,배(신고),1개,5200,2013-03,신고배,001,전통시장,680000,강남구
423998,216,도곡시장,26,배추,1포기,2833,2013-03,"1망(3입포기) 8,500원",001,전통시장,680000,강남구
423999,216,도곡시장,308,무(1kg),1개,2480,2013-03,국내산,001,전통시장,680000,강남구
424000,216,도곡시장,272,양파(작은망),1망(1.5kg),4800,2013-03,무안,001,전통시장,680000,강남구
424001,216,도곡시장,310,상추(100g),100g,980,2013-03,국내산,001,전통시장,680000,강남구
424002,216,도곡시장,311,오이(다다기),1개,740,2013-03,"2개 1,480원",001,전통시장,680000,강남구
424003,216,도곡시장,312,애호박,1개,1680,2013-03,진주,001,전통시장,680000,강남구
424004,216,도곡시장,58,"쇠고기(한우,불고기)",600g(1등급),19800,2013-03,국내산,001,전통시장,680000,강남구
424005,216,도곡시장,99,돼지고기(생삼겹살),600g,8940,2013-03,하이포크,001,전통시장,680000,강남구
424006,216,도곡시장,283,닭고기(육계),1050g,7900,2013-03,하림자연실록,001,전통시장,680000,강남구
424007,216,도곡시장,134,달걀(왕란),10구,2480,2013-03,영양란,001,전통시장,680000,강남구
424008,216,도곡시장,136,"조기(국산,생물)",15cm,1000,2013-03,"10미 \10,000",001,전통시장,680000,강남구
424009,216,도곡시장,184,"명태(일본산,냉동)",1마리,8000,2013-03,,001,전통시장,680000,강남구
424010,216,도곡시장,254,"오징어(생물,국산)",1마리,2750,2013-03,"2미 \5,500원",001,전통시장,680000,강남구
424011,216,도곡시장,268,"고등어(냉동,국산)",1마리,5000,2013-03,,001,전통시장,680000,강남구
424060,109,고척근린시장,305,"사과(부사, 300g)",1개,1300,2013-03,국내산,001,전통시장,530000,구로구
424061,109,고척근린시장,306,"배(신고, 600g)",1개,3000,2013-03,신고,001,전통시장,530000,구로구
424062,109,고척근린시장,307,배추(2.5~3kg),1포기,4000,2013-03,국내산,001,전통시장,530000,구로구
424063,109,고척근린시장,308,무(1kg),1개,1000,2013-03,국내산,001,전통시장,530000,구로구
424064,109,고척근린시장,272,양파(작은망),1망,3000,2013-03,국내산,001,전통시장,530000,구로구
424065,109,고척근린시장,310,상추(100g),100g,500,2013-03,국내산,001,전통시장,530000,구로구
424066,109,고척근린시장,311,오이(다다기),1개,600,2013-03,국내산,001,전통시장,530000,구로구
424067,109,고척근린시장,312,애호박,1개,1000,2013-03,국내산,001,전통시장,530000,구로구
424068,109,고척근린시장,82,"쇠고기(육우,불고기)",600g,12600,2013-03,음성축산,001,전통시장,530000,구로구
424069,109,고척근린시장,202,돼지고기(생삼겹살),600g,8400,2013-03,음성축산,001,전통시장,530000,구로구
424070,109,고척근린시장,283,닭고기(육계),1마리,5000,2013-03,국내산,001,전통시장,530000,구로구
424071,109,고척근린시장,181,달걀(왕란),10개,1700,2013-03,국내산,001,전통시장,530000,구로구
424072,109,고척근린시장,260,"조기(냉동,수입산)",1마리,1000,2013-03,조기,001,전통시장,530000,구로구
424073,109,고척근린시장,152,"명태(러시아,냉동)",1마리,1500,2013-03,,001,전통시장,530000,구로구
424074,109,고척근린시장,254,"오징어(생물,국산)",1마리,2500,2013-03,,001,전통시장,530000,구로구
424075,109,고척근린시장,266,"고등어(생물,국산)",1마리,3000,2013-03,,001,전통시장,530000,구로구
424076,94,홈플러스 면목점,50,사과(부사),1개,1180,2013-03,5개입5900원,002,대형마트,260000,중랑구
424077,94,홈플러스 면목점,276,배(신고),1개,2995,2013-03,국산2개5990원,002,대형마트,260000,중랑구
424078,94,홈플러스 면목점,307,배추(2.5~3kg),1포기,2000,2013-03,국산,002,대형마트,260000,중랑구
424079,94,홈플러스 면목점,274,"무(세척무, 중)",1개,2800,2013-03,제주,002,대형마트,260000,중랑구
424080,94,홈플러스 면목점,309,양파(1.5kg망),1망,4350,2013-03,무안양파,002,대형마트,260000,중랑구
424081,94,홈플러스 면목점,310,상추(100g),150g,980,2013-03,적상추,002,대형마트,260000,중랑구
424082,94,홈플러스 면목점,311,오이(다다기),1개,750,2013-03,다다기,002,대형마트,260000,중랑구
424083,94,홈플러스 면목점,118,"호박(인큐베이터),중간",1개,1500,2013-03,진주,002,대형마트,260000,중랑구
424084,94,홈플러스 면목점,131,쇠고기(한우1등급),600g,16800,2013-03,100g2800원,002,대형마트,260000,중랑구
424085,94,홈플러스 면목점,99,돼지고기(생삼겹살),600g,9480,2013-03,국산100g1580원,002,대형마트,260000,중랑구
424086,94,홈플러스 면목점,18,닭고기,1마리,5500,2013-03,황금닭,002,대형마트,260000,중랑구
424087,94,홈플러스 면목점,171,달걀(특란),10개,2300,2013-03,친환경신선란,002,대형마트,260000,중랑구
424088,94,홈플러스 면목점,136,"조기(국산,생물)",1마리(15cm),1000,2013-03,참조기,002,대형마트,260000,중랑구
424089,94,홈플러스 면목점,152,"명태(러시아,냉동)",1마리(45cm),2400,2013-03,(중),002,대형마트,260000,중랑구
424090,94,홈플러스 면목점,254,"오징어(생물,국산)",1마리(25cm),2080,2013-03,동해,002,대형마트,260000,중랑구
424091,94,홈플러스 면목점,318,"고등어(30cm,수입산)",1마리(30cm),4980,2013-03,노르웨이,002,대형마트,260000,중랑구
424092,129,태평백화점,305,"사과(부사, 300g)",1개,1500,2013-03,"1봉 4입5890원, 안심사과낱개 1500원",002,대형마트,590000,동작구
424093,129,태평백화점,306,"배(신고, 600g)",1개,3000,2013-03,신고배 3개 8900원,002,대형마트,590000,동작구
424094,129,태평백화점,125,배추(국산),1포기,4150,2013-03,통배추,002,대형마트,590000,동작구
424095,129,태평백화점,25,무,1개(1.3kg),1650,2013-03,국내산무,002,대형마트,590000,동작구
424096,129,태평백화점,272,양파(작은망),1망(1.9kg),6980,2013-03,망양파11입,002,대형마트,590000,동작구
424097,129,태평백화점,23,상추,100g,1250,2013-03,유기농상추,002,대형마트,590000,동작구
424098,129,태평백화점,311,오이(다다기),1개,750,2013-03,국내산오이,002,대형마트,590000,동작구
424099,129,태평백화점,312,애호박,1개,1750,2013-03,웰빙애호박,002,대형마트,590000,동작구
